date,city,region,treated,tau,downloads,post
2021-05-06,4,W,0,0.0,28.0,0
2021-05-07,4,W,0,0.0,28.0,0
2021-05-08,4,W,0,0.0,26.0,0
2021-05-09,4,W,0,0.0,27.0,0
2021-05-10,4,W,0,0.0,28.0,0
2021-05-11,4,W,0,0.0,29.0,0
2021-05-12,4,W,0,0.0,30.0,0
2021-05-13,4,W,0,0.0,29.0,0
2021-05-14,4,W,0,0.0,28.0,0
2021-05-15,4,W,0,0.0,29.0,1
2021-05-16,4,W,0,0.0,28.0,1
2021-05-17,4,W,0,0.0,31.0,1
2021-05-18,4,W,0,0.0,30.0,1
2021-05-19,4,W,0,0.0,31.0,1
2021-05-20,4,W,0,0.0,31.0,1
2021-05-21,4,W,0,0.0,30.0,1
2021-05-22,4,W,0,0.0,31.0,1
2021-05-23,4,W,0,0.0,31.0,1
2021-05-24,4,W,0,0.0,31.0,1
2021-05-25,4,W,0,0.0,32.0,1
2021-05-26,4,W,0,0.0,33.0,1
2021-05-27,4,W,0,0.0,32.0,1
2021-05-28,4,W,0,0.0,32.0,1
2021-05-29,4,W,0,0.0,32.0,1
2021-05-30,4,W,0,0.0,32.0,1
2021-05-31,4,W,0,0.0,32.0,1
2021-06-01,4,W,0,0.0,32.0,1
2021-05-01,5,S,0,0.0,51.0,0
2021-05-02,5,S,0,0.0,51.0,0
2021-05-03,5,S,0,0.0,51.0,0
2021-05-04,5,S,0,0.0,50.0,0
2021-05-05,5,S,0,0.0,49.0,0
2021-05-06,5,S,0,0.0,51.0,0
2021-05-07,5,S,0,0.0,51.0,0
2021-05-08,5,S,0,0.0,50.0,0
2021-05-09,5,S,0,0.0,52.0,0
2021-05-10,5,S,0,0.0,51.0,0
2021-05-11,5,S,0,0.0,51.0,0
2021-05-12,5,S,0,0.0,50.0,0
2021-05-13,5,S,0,0.0,51.0,0
2021-05-14,5,S,0,0.0,50.0,0
2021-05-15,5,S,0,0.0,50.0,1
2021-05-16,5,S,0,0.0,49.0,1
2021-05-17,5,S,0,0.0,52.0,1
2021-05-18,5,S,0,0.0,50.0,1
2021-05-19,5,S,0,0.0,49.0,1
2021-05-20,5,S,0,0.0,51.0,1
2021-05-21,5,S,0,0.0,50.0,1
2021-05-22,5,S,0,0.0,49.0,1
2021-05-23,5,S,0,0.0,50.0,1
2021-05-24,5,S,0,0.0,51.0,1
2021-05-25,5,S,0,0.0,51.0,1
2021-05-26,5,S,0,0.0,51.0,1
2021-05-27,5,S,0,0.0,50.0,1
2021-05-28,5,S,0,0.0,49.0,1
2021-05-29,5,S,0,0.0,50.0,1
2021-05-30,5,S,0,0.0,50.0,1
2021-05-31,5,S,0,0.0,51.0,1
2021-06-01,5,S,0,0.0,50.0,1
2021-05-01,6,W,0,0.0,28.0,0
2021-05-02,6,W,0,0.0,27.0,0
2021-05-03,6,W,0,0.0,30.0,0
2021-05-04,6,W,0,0.0,28.0,0
2021-05-05,6,W,0,0.0,29.0,0
2021-05-06,6,W,0,0.0,29.0,0
2021-05-07,6,W,0,0.0,30.0,0
2021-05-08,6,W,0,0.0,27.0,0
2021-05-09,6,W,0,0.0,29.0,0
2021-05-10,6,W,0,0.0,29.0,0
2021-05-11,6,W,0,0.0,30.0,0
2021-05-12,6,W,0,0.0,31.0,0
2021-05-13,6,W,0,0.0,29.0,0
2021-05-14,6,W,0,0.0,30.0,0
2021-05-15,6,W,0,0.0,30.0,1
2021-05-16,6,W,0,0.0,31.0,1
2021-05-17,6,W,0,0.0,32.0,1
2021-05-18,6,W,0,0.0,31.0,1
2021-05-19,6,W,0,0.0,30.0,1
2021-05-20,6,W,0,0.0,32.0,1
2021-05-21,6,W,0,0.0,32.0,1
2021-05-22,6,W,0,0.0,33.0,1
2021-05-23,6,W,0,0.0,32.0,1
2021-05-24,6,W,0,0.0,33.0,1
2021-05-25,6,W,0,0.0,33.0,1
2021-05-26,6,W,0,0.0,34.0,1
2021-05-27,6,W,0,0.0,31.0,1
2021-05-28,6,W,0,0.0,34.0,1
2021-05-29,6,W,0,0.0,34.0,1
2021-05-30,6,W,0,0.0,33.0,1
2021-05-31,6,W,0,0.0,34.0,1
2021-06-01,6,W,0,0.0,34.0,1
2021-05-01,7,W,0,0.0,24.0,0
2021-05-02,7,W,0,0.0,24.0,0
2021-05-03,7,W,0,0.0,24.0,0
2021-05-04,7,W,0,0.0,25.0,0
2021-05-05,7,W,0,0.0,25.0,0
2021-05-06,7,W,0,0.0,26.0,0
2021-05-07,7,W,0,0.0,25.0,0
2021-05-08,7,W,0,0.0,25.0,0
2021-05-09,7,W,0,0.0,27.0,0
2021-05-10,7,W,0,0.0,27.0,0
2021-05-11,7,W,0,0.0,26.0,0
2021-05-12,7,W,0,0.0,27.0,0
2021-05-13,7,W,0,0.0,26.0,0
2021-05-14,7,W,0,0.0,25.0,0
2021-05-15,7,W,0,0.0,25.0,1
2021-05-16,7,W,0,0.0,27.0,1
2021-05-17,7,W,0,0.0,30.0,1
2021-05-18,7,W,0,0.0,28.0,1
2021-05-19,7,W,0,0.0,27.0,1
2021-05-20,7,W,0,0.0,29.0,1
2021-05-21,7,W,0,0.0,27.0,1
2021-05-22,7,W,0,0.0,28.0,1
2021-05-23,7,W,0,0.0,28.0,1
2021-05-24,7,W,0,0.0,31.0,1
2021-05-25,7,W,0,0.0,30.0,1
2021-05-26,7,W,0,0.0,29.0,1
2021-05-27,7,W,0,0.0,28.0,1
2021-05-28,7,W,0,0.0,29.0,1
2021-05-29,7,W,0,0.0,31.0,1
2021-05-30,7,W,0,0.0,30.0,1
2021-05-31,7,W,0,0.0,30.0,1
2021-06-01,7,W,0,0.0,32.0,1
2021-05-01,8,N,0,0.0,46.0,0
2021-05-02,8,N,0,0.0,48.0,0
2021-05-03,8,N,0,0.0,48.0,0
2021-05-04,8,N,0,0.0,48.0,0
2021-05-05,8,N,0,0.0,47.0,0
2021-05-06,8,N,0,0.0,48.0,0
2021-05-07,8,N,0,0.0,46.0,0
2021-05-08,8,N,0,0.0,47.0,0
2021-05-09,8,N,0,0.0,48.0,0
2021-05-10,8,N,0,0.0,49.0,0
2021-05-11,8,N,0,0.0,48.0,0
2021-05-12,8,N,0,0.0,49.0,0
2021-05-13,8,N,0,0.0,48.0,0
2021-05-14,8,N,0,0.0,47.0,0
2021-05-15,8,N,0,0.0,47.0,1
2021-05-16,8,N,0,0.0,48.0,1
2021-05-17,8,N,0,0.0,50.0,1
2021-05-18,8,N,0,0.0,50.0,1
2021-05-19,8,N,0,0.0,47.0,1
2021-05-20,8,N,0,0.0,49.0,1
2021-05-21,8,N,0,0.0,49.0,1
2021-05-22,8,N,0,0.0,49.0,1
2021-05-23,8,N,0,0.0,50.0,1
2021-05-24,8,N,0,0.0,48.0,1
2021-05-25,8,N,0,0.0,50.0,1
2021-05-26,8,N,0,0.0,50.0,1
2021-05-27,8,N,0,0.0,50.0,1
2021-05-28,8,N,0,0.0,49.0,1
2021-05-29,8,N,0,0.0,49.0,1
2021-05-30,8,N,0,0.0,49.0,1
2021-05-31,8,N,0,0.0,50.0,1
2021-06-01,8,N,0,0.0,50.0,1
2021-05-01,9,E,1,0.0,16.0,0
2021-05-02,9,E,1,0.0,18.0,0
2021-05-03,9,E,1,0.0,18.0,0
2021-05-04,9,E,1,0.0,18.0,0
2021-05-05,9,E,1,0.0,17.0,0
2021-05-06,9,E,1,0.0,19.0,0
2021-05-07,9,E,1,0.0,19.0,0
2021-05-08,9,E,1,0.0,18.0,0
2021-05-09,9,E,1,0.0,21.0,0
2021-05-10,9,E,1,0.0,20.0,0
2021-05-11,9,E,1,0.0,21.0,0
2021-05-12,9,E,1,0.0,19.0,0
2021-05-13,9,E,1,0.0,20.0,0
2021-05-14,9,E,1,0.0,20.0,0
2021-05-15,9,E,1,0.0,21.0,1
2021-05-16,9,E,1,0.6614104999376984,22.0,1
2021-05-17,9,E,1,1.3228209998753968,24.0,1
2021-05-18,9,E,1,1.9842314998130952,25.0,1
2021-05-19,9,E,1,2.6456419997507936,25.0,1
2021-05-20,9,E,1,3.307052499688492,27.0,1
2021-05-21,9,E,1,3.307052499688492,25.0,1
2021-05-22,9,E,1,3.307052499688492,26.0,1
2021-05-23,9,E,1,3.307052499688492,26.0,1
2021-05-24,9,E,1,3.307052499688492,30.0,1
2021-05-25,9,E,1,3.307052499688492,27.0,1
2021-05-26,9,E,1,3.307052499688492,27.0,1
2021-05-27,9,E,1,3.307052499688492,28.0,1
2021-05-28,9,E,1,3.307052499688492,28.0,1
2021-05-29,9,E,1,3.307052499688492,30.0,1
2021-05-30,9,E,1,3.307052499688492,29.0,1
2021-05-31,9,E,1,3.307052499688492,31.0,1
2021-06-01,9,E,1,3.307052499688492,29.0,1
2021-05-01,10,W,0,0.0,28.0,0
2021-05-02,10,W,0,0.0,28.0,0
2021-05-03,10,W,0,0.0,29.0,0
2021-05-04,10,W,0,0.0,29.0,0
2021-05-05,10,W,0,0.0,30.0,0
2021-05-06,10,W,0,0.0,30.0,0
2021-05-07,10,W,0,0.0,29.0,0
2021-05-08,10,W,0,0.0,29.0,0
2021-05-09,10,W,0,0.0,31.0,0
2021-05-10,10,W,0,0.0,31.0,0
2021-05-11,10,W,0,0.0,30.0,0
2021-05-12,10,W,0,0.0,30.0,0
2021-05-13,10,W,0,0.0,30.0,0
2021-05-14,10,W,0,0.0,30.0,0
2021-05-15,10,W,0,0.0,31.0,1
2021-05-16,10,W,0,0.0,30.0,1
2021-05-17,10,W,0,0.0,33.0,1
2021-05-18,10,W,0,0.0,31.0,1
2021-05-19,10,W,0,0.0,31.0,1
2021-05-20,10,W,0,0.0,33.0,1
2021-05-21,10,W,0,0.0,33.0,1
2021-05-22,10,W,0,0.0,32.0,1
2021-05-23,10,W,0,0.0,34.0,1
2021-05-24,10,W,0,0.0,32.0,1
2021-05-25,10,W,0,0.0,34.0,1
2021-05-26,10,W,0,0.0,34.0,1
2021-05-27,10,W,0,0.0,32.0,1
2021-05-28,10,W,0,0.0,33.0,1
2021-05-29,10,W,0,0.0,34.0,1
2021-05-30,10,W,0,0.0,34.0,1
2021-05-31,10,W,0,0.0,35.0,1
2021-06-01,10,W,0,0.0,35.0,1
2021-05-01,11,E,0,0.0,16.0,0
2021-05-02,11,E,0,0.0,19.0,0
2021-05-03,11,E,0,0.0,18.0,0
2021-05-04,11,E,0,0.0,19.0,0
2021-05-05,11,E,0,0.0,19.0,0
2021-05-06,11,E,0,0.0,19.0,0
2021-05-07,11,E,0,0.0,19.0,0
2021-05-08,11,E,0,0.0,20.0,0
2021-05-09,11,E,0,0.0,21.0,0
2021-05-10,11,E,0,0.0,22.0,0
2021-05-11,11,E,0,0.0,20.0,0
2021-05-12,11,E,0,0.0,20.0,0
2021-05-13,11,E,0,0.0,20.0,0
2021-05-14,11,E,0,0.0,20.0,0
2021-05-15,11,E,0,0.0,21.0,1
2021-05-16,11,E,0,0.0,20.0,1
2021-05-17,11,E,0,0.0,24.0,1
2021-05-18,11,E,0,0.0,23.0,1
2021-05-19,11,E,0,0.0,22.0,1
2021-05-20,11,E,0,0.0,23.0,1
2021-05-21,11,E,0,0.0,23.0,1
2021-05-22,11,E,0,0.0,24.0,1
2021-05-23,11,E,0,0.0,25.0,1
2021-05-24,11,E,0,0.0,25.0,1
2021-05-25,11,E,0,0.0,24.0,1
2021-05-26,11,E,0,0.0,24.0,1
2021-05-27,11,E,0,0.0,25.0,1
2021-05-28,11,E,0,0.0,25.0,1
2021-05-29,11,E,0,0.0,26.0,1
2021-05-30,11,E,0,0.0,26.0,1
2021-05-31,11,E,0,0.0,28.0,1
2021-06-01,11,E,0,0.0,27.0,1
2021-05-01,12,N,0,0.0,43.0,0
2021-05-02,12,N,0,0.0,45.0,0
2021-05-03,12,N,0,0.0,45.0,0
2021-05-04,12,N,0,0.0,45.0,0
2021-05-05,12,N,0,0.0,43.0,0
2021-05-06,12,N,0,0.0,45.0,0
2021-05-07,12,N,0,0.0,44.0,0
2021-05-08,12,N,0,0.0,45.0,0
2021-05-09,12,N,0,0.0,45.0,0
2021-05-10,12,N,0,0.0,45.0,0
2021-05-11,12,N,0,0.0,45.0,0
2021-05-12,12,N,0,0.0,44.0,0
2021-05-13,12,N,0,0.0,44.0,0
2021-05-14,12,N,0,0.0,44.0,0
2021-05-15,12,N,0,0.0,44.0,1
2021-05-16,12,N,0,0.0,44.0,1
2021-05-17,12,N,0,0.0,45.0,1
2021-05-18,12,N,0,0.0,46.0,1
2021-05-19,12,N,0,0.0,45.0,1
2021-05-20,12,N,0,0.0,46.0,1
2021-05-21,12,N,0,0.0,46.0,1
2021-05-22,12,N,0,0.0,46.0,1
2021-05-23,12,N,0,0.0,45.0,1
2021-05-24,12,N,0,0.0,47.0,1
2021-05-25,12,N,0,0.0,46.0,1
2021-05-26,12,N,0,0.0,46.0,1
2021-05-27,12,N,0,0.0,45.0,1
2021-05-28,12,N,0,0.0,45.0,1
2021-05-29,12,N,0,0.0,47.0,1
2021-05-30,12,N,0,0.0,47.0,1
2021-05-31,12,N,0,0.0,46.0,1
2021-06-01,12,N,0,0.0,47.0,1
2021-05-01,13,W,0,0.0,27.0,0
2021-05-02,13,W,0,0.0,27.0,0
2021-05-03,13,W,0,0.0,29.0,0
2021-05-04,13,W,0,0.0,28.0,0
2021-05-05,13,W,0,0.0,29.0,0
2021-05-06,13,W,0,0.0,30.0,0
2021-05-07,13,W,0,0.0,30.0,0
2021-05-08,13,W,0,0.0,30.0,0
2021-05-09,13,W,0,0.0,29.0,0
2021-05-10,13,W,0,0.0,30.0,0
2021-05-11,13,W,0,0.0,30.0,0
2021-05-12,13,W,0,0.0,31.0,0
2021-05-13,13,W,0,0.0,29.0,0
2021-05-14,13,W,0,0.0,29.0,0
2021-05-15,13,W,0,0.0,29.0,1
2021-05-16,13,W,0,0.0,29.0,1
2021-05-17,13,W,0,0.0,32.0,1
2021-05-18,13,W,0,0.0,30.0,1
2021-05-19,13,W,0,0.0,30.0,1
2021-05-20,13,W,0,0.0,32.0,1
2021-05-21,13,W,0,0.0,32.0,1
2021-05-22,13,W,0,0.0,32.0,1
2021-05-23,13,W,0,0.0,32.0,1
2021-05-24,13,W,0,0.0,33.0,1
2021-05-25,13,W,0,0.0,32.0,1
2021-05-26,13,W,0,0.0,33.0,1
2021-05-27,13,W,0,0.0,33.0,1
2021-05-28,13,W,0,0.0,34.0,1
2021-05-29,13,W,0,0.0,33.0,1
2021-05-30,13,W,0,0.0,34.0,1
2021-05-31,13,W,0,0.0,33.0,1
2021-06-01,13,W,0,0.0,33.0,1
2021-05-01,14,N,1,0.0,43.0,0
2021-05-02,14,N,1,0.0,43.0,0
2021-05-03,14,N,1,0.0,42.0,0
2021-05-04,14,N,1,0.0,44.0,0
2021-05-05,14,N,1,0.0,42.0,0
2021-05-06,14,N,1,0.0,44.0,0
2021-05-07,14,N,1,0.0,42.0,0
2021-05-08,14,N,1,0.0,43.0,0
2021-05-09,14,N,1,0.0,45.0,0
2021-05-10,14,N,1,0.0,45.0,0
2021-05-11,14,N,1,0.0,45.0,0
2021-05-12,14,N,1,0.0,44.0,0
2021-05-13,14,N,1,0.0,43.0,0
2021-05-14,14,N,1,0.0,42.0,0
2021-05-15,14,N,1,0.0,44.0,1
2021-05-16,14,N,1,0.6649558646464016,44.0,1
2021-05-17,14,N,1,1.329911729292803,47.0,1
2021-05-18,14,N,1,1.9948675939392118,48.0,1
2021-05-19,14,N,1,2.6598234585856133,46.0,1
2021-05-20,14,N,1,3.324779323232015,48.0,1
2021-05-21,14,N,1,3.324779323232015,49.0,1
2021-05-22,14,N,1,3.324779323232015,48.0,1
2021-05-23,14,N,1,3.324779323232015,47.0,1
2021-05-24,14,N,1,3.324779323232015,50.0,1
2021-05-25,14,N,1,3.324779323232015,48.0,1
2021-05-26,14,N,1,3.324779323232015,49.0,1
2021-05-27,14,N,1,3.324779323232015,48.0,1
2021-05-28,14,N,1,3.324779323232015,46.0,1
2021-05-29,14,N,1,3.324779323232015,49.0,1
2021-05-30,14,N,1,3.324779323232015,49.0,1
2021-05-31,14,N,1,3.324779323232015,50.0,1
2021-06-01,14,N,1,3.324779323232015,49.0,1
2021-05-01,15,S,0,0.0,50.0,0
2021-05-02,15,S,0,0.0,49.0,0
2021-05-03,15,S,0,0.0,48.0,0
2021-05-04,15,S,0,0.0,48.0,0
2021-05-05,15,S,0,0.0,49.0,0
2021-05-06,15,S,0,0.0,49.0,0
2021-05-07,15,S,0,0.0,50.0,0
2021-05-08,15,S,0,0.0,49.0,0
2021-05-09,15,S,0,0.0,50.0,0
2021-05-10,15,S,0,0.0,51.0,0
2021-05-11,15,S,0,0.0,49.0,0
2021-05-12,15,S,0,0.0,49.0,0
2021-05-13,15,S,0,0.0,49.0,0
2021-05-14,15,S,0,0.0,48.0,0
2021-05-15,15,S,0,0.0,47.0,1
2021-05-16,15,S,0,0.0,48.0,1
2021-05-17,15,S,0,0.0,50.0,1
2021-05-18,15,S,0,0.0,48.0,1
2021-05-19,15,S,0,0.0,49.0,1
2021-05-20,15,S,0,0.0,49.0,1
2021-05-21,15,S,0,0.0,49.0,1
2021-05-22,15,S,0,0.0,48.0,1
2021-05-23,15,S,0,0.0,49.0,1
2021-05-24,15,S,0,0.0,51.0,1
2021-05-25,15,S,0,0.0,50.0,1
2021-05-26,15,S,0,0.0,49.0,1
2021-05-27,15,S,0,0.0,50.0,1
2021-05-28,15,S,0,0.0,49.0,1
2021-05-29,15,S,0,0.0,50.0,1
2021-05-30,15,S,0,0.0,50.0,1
2021-05-31,15,S,0,0.0,50.0,1
2021-06-01,15,S,0,0.0,49.0,1
2021-05-01,16,N,0,0.0,43.0,0
2021-05-02,16,N,0,0.0,42.0,0
2021-05-03,16,N,0,0.0,45.0,0
2021-05-04,16,N,0,0.0,43.0,0
2021-05-05,16,N,0,0.0,43.0,0
2021-05-06,16,N,0,0.0,44.0,0
2021-05-07,16,N,0,0.0,43.0,0
2021-05-08,16,N,0,0.0,43.0,0
2021-05-09,16,N,0,0.0,44.0,0
2021-05-10,16,N,0,0.0,45.0,0
2021-05-11,16,N,0,0.0,44.0,0
2021-05-12,16,N,0,0.0,44.0,0
2021-05-13,16,N,0,0.0,43.0,0
2021-05-14,16,N,0,0.0,43.0,0
2021-05-15,16,N,0,0.0,45.0,1
2021-05-16,16,N,0,0.0,44.0,1
2021-05-17,16,N,0,0.0,45.0,1
2021-05-18,16,N,0,0.0,44.0,1
2021-05-19,16,N,0,0.0,44.0,1
2021-05-20,16,N,0,0.0,44.0,1
2021-05-21,16,N,0,0.0,45.0,1
2021-05-22,16,N,0,0.0,45.0,1
2021-05-23,16,N,0,0.0,45.0,1
2021-05-24,16,N,0,0.0,45.0,1
2021-05-25,16,N,0,0.0,46.0,1
2021-05-26,16,N,0,0.0,46.0,1
2021-05-27,16,N,0,0.0,45.0,1
2021-05-28,16,N,0,0.0,47.0,1
2021-05-29,16,N,0,0.0,46.0,1
2021-05-30,16,N,0,0.0,46.0,1
2021-05-31,16,N,0,0.0,47.0,1
2021-06-01,16,N,0,0.0,47.0,1
2021-05-01,17,W,0,0.0,29.0,0
2021-05-02,17,W,0,0.0,29.0,0
2021-05-03,17,W,0,0.0,29.0,0
2021-05-04,17,W,0,0.0,29.0,0
2021-05-05,17,W,0,0.0,30.0,0
2021-05-06,17,W,0,0.0,30.0,0
2021-05-07,17,W,0,0.0,30.0,0
2021-05-08,17,W,0,0.0,29.0,0
2021-05-09,17,W,0,0.0,31.0,0
2021-05-10,17,W,0,0.0,30.0,0
2021-05-11,17,W,0,0.0,31.0,0
2021-05-12,17,W,0,0.0,29.0,0
2021-05-13,17,W,0,0.0,31.0,0
2021-05-14,17,W,0,0.0,30.0,0
2021-05-15,17,W,0,0.0,30.0,1
2021-05-16,17,W,0,0.0,30.0,1
2021-05-17,17,W,0,0.0,32.0,1
2021-05-18,17,W,0,0.0,32.0,1
2021-05-19,17,W,0,0.0,31.0,1
2021-05-20,17,W,0,0.0,32.0,1
2021-05-21,17,W,0,0.0,32.0,1
2021-05-22,17,W,0,0.0,31.0,1
2021-05-23,17,W,0,0.0,33.0,1
2021-05-24,17,W,0,0.0,34.0,1
2021-05-25,17,W,0,0.0,33.0,1
2021-05-26,17,W,0,0.0,33.0,1
2021-05-27,17,W,0,0.0,33.0,1
2021-05-28,17,W,0,0.0,32.0,1
2021-05-29,17,W,0,0.0,35.0,1
2021-05-30,17,W,0,0.0,33.0,1
2021-05-31,17,W,0,0.0,35.0,1
2021-06-01,17,W,0,0.0,36.0,1
2021-05-01,18,E,0,0.0,15.0,0
2021-05-02,18,E,0,0.0,15.0,0
2021-05-03,18,E,0,0.0,17.0,0
2021-05-04,18,E,0,0.0,18.0,0
2021-05-05,18,E,0,0.0,18.0,0
2021-05-06,18,E,0,0.0,19.0,0
2021-05-07,18,E,0,0.0,19.0,0
2021-05-08,18,E,0,0.0,18.0,0
2021-05-09,18,E,0,0.0,20.0,0
2021-05-10,18,E,0,0.0,18.0,0
2021-05-11,18,E,0,0.0,21.0,0
2021-05-12,18,E,0,0.0,21.0,0
2021-05-13,18,E,0,0.0,20.0,0
2021-05-14,18,E,0,0.0,21.0,0
2021-05-15,18,E,0,0.0,21.0,1
2021-05-16,18,E,0,0.0,22.0,1
2021-05-17,18,E,0,0.0,24.0,1
2021-05-18,18,E,0,0.0,22.0,1
2021-05-19,18,E,0,0.0,21.0,1
2021-05-20,18,E,0,0.0,23.0,1
2021-05-21,18,E,0,0.0,20.0,1
2021-05-22,18,E,0,0.0,23.0,1
2021-05-23,18,E,0,0.0,25.0,1
2021-05-24,18,E,0,0.0,24.0,1
2021-05-25,18,E,0,0.0,23.0,1
2021-05-26,18,E,0,0.0,23.0,1
2021-05-27,18,E,0,0.0,23.0,1
2021-05-28,18,E,0,0.0,26.0,1
2021-05-29,18,E,0,0.0,25.0,1
2021-05-30,18,E,0,0.0,25.0,1
2021-05-31,18,E,0,0.0,26.0,1
2021-06-01,18,E,0,0.0,25.0,1
2021-05-01,19,N,1,0.0,45.0,0
2021-05-02,19,N,1,0.0,44.0,0
2021-05-03,19,N,1,0.0,44.0,0
2021-05-04,19,N,1,0.0,44.0,0
2021-05-05,19,N,1,0.0,44.0,0
2021-05-06,19,N,1,0.0,45.0,0
2021-05-07,19,N,1,0.0,43.0,0
2021-05-08,19,N,1,0.0,43.0,0
2021-05-09,19,N,1,0.0,46.0,0
2021-05-10,19,N,1,0.0,46.0,0
2021-05-11,19,N,1,0.0,45.0,0
2021-05-12,19,N,1,0.0,45.0,0
2021-05-13,19,N,1,0.0,44.0,0
2021-05-14,19,N,1,0.0,44.0,0
2021-05-15,19,N,1,0.0,44.0,1
2021-05-16,19,N,1,0.354319892617184,44.0,1
2021-05-17,19,N,1,0.708639785234368,48.0,1
2021-05-18,19,N,1,1.062959677851552,47.0,1
2021-05-19,19,N,1,1.417279570468736,47.0,1
2021-05-20,19,N,1,1.77159946308592,48.0,1
2021-05-21,19,N,1,1.77159946308592,46.0,1
2021-05-22,19,N,1,1.77159946308592,48.0,1
2021-05-23,19,N,1,1.77159946308592,48.0,1
