,rest_id,day,month,weeday,weekend,is_holiday,is_dec,is_nov,competitors_price,discounts,sales
39,0,2016-02-09,2,1,False,False,False,False,5.12,0,47.0
40,0,2016-02-10,2,2,False,False,False,False,5.26,30,925.0
41,0,2016-02-11,2,3,False,False,False,False,2.14,5,310.0
42,0,2016-02-12,2,4,False,False,False,False,3.44,30,1635.0
43,0,2016-02-13,2,5,True,False,False,False,3.37,25,1297.5
44,0,2016-02-14,2,6,True,False,False,False,3.08,10,448.0
45,0,2016-02-15,2,0,False,True,False,False,4.84,25,674.0
46,0,2016-02-16,2,1,False,False,False,False,3.62,0,40.0
47,0,2016-02-17,2,2,False,False,False,False,5.53,25,538.5
48,0,2016-02-18,2,3,False,False,False,False,3.28,25,1066.5
49,0,2016-02-19,2,4,False,False,False,False,3.95,10,383.0
50,0,2016-02-20,2,5,True,False,False,False,2.96,0,48.0
51,0,2016-02-21,2,6,True,False,False,False,3.78,0,53.0
52,0,2016-02-22,2,0,False,False,False,False,1.57,0,36.0
53,0,2016-02-23,2,1,False,False,False,False,2.69,0,35.0
54,0,2016-02-24,2,2,False,False,False,False,4.62,25,654.0
55,0,2016-02-25,2,3,False,False,False,False,2.83,25,1267.0
56,0,2016-02-26,2,4,False,False,False,False,4.95,15,584.0
57,0,2016-02-27,2,5,True,False,False,False,4.75,0,50.0
58,0,2016-02-28,2,6,True,False,False,False,4.82,10,338.0
59,0,2016-02-29,2,0,False,False,False,False,4.85,5,191.0
60,0,2016-03-01,3,1,False,False,False,False,2.95,10,411.0
61,0,2016-03-02,3,2,False,False,False,False,3.35,5,227.0
62,0,2016-03-03,3,3,False,False,False,False,4.21,25,822.0
63,0,2016-03-04,3,4,False,False,False,False,3.79,30,1377.0
64,0,2016-03-05,3,5,True,False,False,False,3.0,15,533.5
65,0,2016-03-06,3,6,True,False,False,False,3.58,15,421.5
66,0,2016-03-07,3,0,False,False,False,False,3.91,10,354.0
67,0,2016-03-08,3,1,False,False,False,False,4.68,20,750.0
68,0,2016-03-09,3,2,False,False,False,False,4.75,10,361.0
69,0,2016-03-10,3,3,False,False,False,False,2.25,40,1403.0
70,0,2016-03-11,3,4,False,False,False,False,4.04,5,258.5
71,0,2016-03-12,3,5,True,False,False,False,3.86,10,395.0
72,0,2016-03-13,3,6,True,False,False,False,3.07,15,612.5
73,0,2016-03-14,3,0,False,False,False,False,5.09,0,46.0
74,0,2016-03-15,3,1,False,False,False,False,3.5,5,192.5
75,0,2016-03-16,3,2,False,False,False,False,2.73,10,388.0
76,0,2016-03-17,3,3,False,False,False,False,3.35,0,59.0
77,0,2016-03-18,3,4,False,False,False,False,3.79,0,55.0
78,0,2016-03-19,3,5,True,False,False,False,4.69,0,63.0
79,0,2016-03-20,3,6,True,False,False,False,5.88,5,187.5
80,0,2016-03-21,3,0,False,False,False,False,6.08,0,47.0
81,0,2016-03-22,3,1,False,False,False,False,4.45,0,52.0
82,0,2016-03-23,3,2,False,False,False,False,5.16,5,153.5
83,0,2016-03-24,3,3,False,False,False,False,5.0,0,47.0
84,0,2016-03-25,3,4,False,False,False,False,3.88,5,256.0
85,0,2016-03-26,3,5,True,False,False,False,3.71,0,52.0
86,0,2016-03-27,3,6,True,False,False,False,3.97,5,213.0
87,0,2016-03-28,3,0,False,False,False,False,3.83,20,730.0
88,0,2016-03-29,3,1,False,False,False,False,2.52,20,735.0
89,0,2016-03-30,3,2,False,False,False,False,3.66,20,841.0
90,0,2016-03-31,3,3,False,False,False,False,4.44,5,219.5
91,0,2016-04-01,4,4,False,False,False,False,5.65,30,1052.0
92,0,2016-04-02,4,5,True,False,False,False,2.98,5,268.5
93,0,2016-04-03,4,6,True,False,False,False,2.23,30,1229.0
94,0,2016-04-04,4,0,False,False,False,False,3.63,5,165.5
95,0,2016-04-05,4,1,False,False,False,False,4.31,20,816.0
96,0,2016-04-06,4,2,False,False,False,False,4.62,0,36.0
97,0,2016-04-07,4,3,False,False,False,False,4.21,20,760.0
98,0,2016-04-08,4,4,False,False,False,False,6.02,0,69.0
99,0,2016-04-09,4,5,True,False,False,False,4.84,0,71.0
100,0,2016-04-10,4,6,True,False,False,False,3.52,5,201.5
101,0,2016-04-11,4,0,False,False,False,False,2.86,25,1055.5
102,0,2016-04-12,4,1,False,False,False,False,3.46,5,194.0
103,0,2016-04-13,4,2,False,False,False,False,4.38,20,572.0
104,0,2016-04-14,4,3,False,False,False,False,3.77,15,547.0
105,0,2016-04-15,4,4,False,False,False,False,3.21,0,54.0
106,0,2016-04-16,4,5,True,False,False,False,3.87,0,64.0
107,0,2016-04-17,4,6,True,False,False,False,3.36,0,47.0
108,0,2016-04-18,4,0,False,False,False,False,3.92,0,48.0
109,0,2016-04-19,4,1,False,False,False,False,4.27,20,715.0
110,0,2016-04-20,4,2,False,False,False,False,3.29,0,40.0
111,0,2016-04-21,4,3,False,False,False,False,3.45,10,413.0
112,0,2016-04-22,4,4,False,False,False,False,4.79,5,220.0
113,0,2016-04-23,4,5,True,False,False,False,4.86,15,471.5
114,0,2016-04-24,4,6,True,False,False,False,3.91,15,417.0
115,0,2016-04-25,4,0,False,False,False,False,4.84,20,500.0
116,0,2016-04-26,4,1,False,False,False,False,5.95,20,508.0
117,0,2016-04-27,4,2,False,False,False,False,2.9,0,35.0
118,0,2016-04-28,4,3,False,False,False,False,5.72,15,489.0
119,0,2016-04-29,4,4,False,False,False,False,3.95,20,717.0
120,0,2016-04-30,4,5,True,False,False,False,2.89,5,246.0
121,0,2016-05-01,5,6,True,False,False,False,2.11,0,43.0
122,0,2016-05-02,5,0,False,False,False,False,2.88,15,510.5
123,0,2016-05-03,5,1,False,False,False,False,3.17,15,572.0
124,0,2016-05-04,5,2,False,False,False,False,3.91,30,912.0
125,0,2016-05-05,5,3,False,False,False,False,2.97,0,44.0
126,0,2016-05-06,5,4,False,False,False,False,3.99,0,42.0
127,0,2016-05-07,5,5,True,False,False,False,4.92,30,728.0
128,0,2016-05-08,5,6,True,False,False,False,4.56,35,1060.0
129,0,2016-05-09,5,0,False,False,False,False,3.25,20,642.0
130,0,2016-05-10,5,1,False,False,False,False,3.87,0,38.0
131,0,2016-05-11,5,2,False,False,False,False,5.32,0,42.0
132,0,2016-05-12,5,3,False,False,False,False,5.34,5,175.0
133,0,2016-05-13,5,4,False,False,False,False,3.36,0,49.0
134,0,2016-05-14,5,5,True,False,False,False,4.94,0,45.0
135,0,2016-05-15,5,6,True,False,False,False,3.54,30,781.0
136,0,2016-05-16,5,0,False,False,False,False,3.93,0,35.0
137,0,2016-05-17,5,1,False,False,False,False,3.4,0,23.0
138,0,2016-05-18,5,2,False,False,False,False,3.72,20,721.0
139,0,2016-05-19,5,3,False,False,False,False,3.37,10,424.0
140,0,2016-05-20,5,4,False,False,False,False,3.29,0,57.0
141,0,2016-05-21,5,5,True,False,False,False,6.47,0,46.0
142,0,2016-05-22,5,6,True,False,False,False,2.77,25,1041.5
143,0,2016-05-23,5,0,False,False,False,False,4.29,5,192.0
144,0,2016-05-24,5,1,False,False,False,False,4.35,30,698.0
145,0,2016-05-25,5,2,False,False,False,False,4.23,0,40.0
146,0,2016-05-26,5,3,False,False,False,False,4.57,5,206.5
147,0,2016-05-27,5,4,False,False,False,False,3.9,10,410.0
148,0,2016-05-28,5,5,True,False,False,False,3.88,5,238.5
149,0,2016-05-29,5,6,True,False,False,False,4.16,5,189.0
150,0,2016-05-30,5,0,False,True,False,False,2.65,15,534.5
151,0,2016-05-31,5,1,False,False,False,False,5.5,0,45.0
152,0,2016-06-01,6,2,False,False,False,False,4.85,15,409.5
153,0,2016-06-02,6,3,False,False,False,False,7.31,0,52.0
154,0,2016-06-03,6,4,False,False,False,False,2.6,0,41.0
155,0,2016-06-04,6,5,True,False,False,False,4.82,5,166.0
156,0,2016-06-05,6,6,True,False,False,False,2.06,0,37.0
157,0,2016-06-06,6,0,False,False,False,False,3.27,0,39.0
158,0,2016-06-07,6,1,False,False,False,False,5.37,5,144.0
159,0,2016-06-08,6,2,False,False,False,False,4.63,20,396.0
160,0,2016-06-09,6,3,False,False,False,False,4.33,20,652.0
161,0,2016-06-10,6,4,False,False,False,False,3.02,0,35.0
162,0,2016-06-11,6,5,True,False,False,False,3.41,25,615.0
163,0,2016-06-12,6,6,True,False,False,False,5.05,10,231.0
164,0,2016-06-13,6,0,False,False,False,False,4.29,35,929.5
165,0,2016-06-14,6,1,False,False,False,False,3.29,5,199.5
166,0,2016-06-15,6,2,False,False,False,False,4.16,0,29.0
167,0,2016-06-16,6,3,False,False,False,False,4.96,10,334.0
168,0,2016-06-17,6,4,False,False,False,False,5.24,0,54.0
169,0,2016-06-18,6,5,True,False,False,False,3.63,15,392.0
170,0,2016-06-19,6,6,True,False,False,False,2.68,5,209.0
171,0,2016-06-20,6,0,False,False,False,False,2.67,0,38.0
172,0,2016-06-21,6,1,False,False,False,False,2.83,15,653.0
173,0,2016-06-22,6,2,False,False,False,False,4.94,15,454.5
174,0,2016-06-23,6,3,False,False,False,False,2.67,5,232.0
175,0,2016-06-24,6,4,False,False,False,False,3.93,25,896.0
176,0,2016-06-25,6,5,True,False,False,False,3.57,20,819.0
177,0,2016-06-26,6,6,True,False,False,False,4.4,0,29.0
178,0,2016-06-27,6,0,False,False,False,False,3.89,5,163.0
179,0,2016-06-28,6,1,False,False,False,False,2.97,15,664.5
180,0,2016-06-29,6,2,False,False,False,False,7.25,15,230.5
181,0,2016-06-30,6,3,False,False,False,False,3.83,20,540.0
182,0,2016-07-01,7,4,False,False,False,False,2.13,10,573.0
183,0,2016-07-02,7,5,True,False,False,False,3.73,0,52.0
184,0,2016-07-03,7,6,True,False,False,False,3.12,5,213.0
185,0,2016-07-04,7,0,False,True,False,False,3.96,10,376.0
186,0,2016-07-05,7,1,False,False,False,False,4.32,0,44.0
187,0,2016-07-06,7,2,False,False,False,False,2.55,5,236.0
188,0,2016-07-07,7,3,False,False,False,False,5.5,30,900.0
189,0,2016-07-08,7,4,False,False,False,False,4.44,10,440.0
190,0,2016-07-09,7,5,True,False,False,False,3.48,10,356.0
191,0,2016-07-10,7,6,True,False,False,False,5.56,25,622.5
192,0,2016-07-11,7,0,False,False,False,False,2.62,25,1103.5
193,0,2016-07-12,7,1,False,False,False,False,3.95,0,55.0
194,0,2016-07-13,7,2,False,False,False,False,3.71,30,1084.0
195,0,2016-07-14,7,3,False,False,False,False,4.98,15,503.0
196,0,2016-07-15,7,4,False,False,False,False,4.06,10,468.0
197,0,2016-07-16,7,5,True,False,False,False,3.18,10,462.0
198,0,2016-07-17,7,6,True,False,False,False,3.25,5,219.5
199,0,2016-07-18,7,0,False,False,False,False,3.17,0,39.0
200,0,2016-07-19,7,1,False,False,False,False,3.21,0,53.0
201,0,2016-07-20,7,2,False,False,False,False,4.18,5,196.5
202,0,2016-07-21,7,3,False,False,False,False,6.08,5,189.0
203,0,2016-07-22,7,4,False,False,False,False,4.34,20,724.0
204,0,2016-07-23,7,5,True,False,False,False,3.2,0,62.0
205,0,2016-07-24,7,6,True,False,False,False,3.61,5,212.5
206,0,2016-07-25,7,0,False,False,False,False,2.73,15,706.5
207,0,2016-07-26,7,1,False,False,False,False,4.77,15,546.5
208,0,2016-07-27,7,2,False,False,False,False,8.35,5,117.0
209,0,2016-07-28,7,3,False,False,False,False,5.34,0,44.0
210,0,2016-07-29,7,4,False,False,False,False,4.23,5,196.0
211,0,2016-07-30,7,5,True,False,False,False,3.84,5,249.0
212,0,2016-07-31,7,6,True,False,False,False,3.3,0,44.0
213,0,2016-08-01,8,0,False,False,False,False,4.01,35,942.5
214,0,2016-08-02,8,1,False,False,False,False,4.75,15,493.5
215,0,2016-08-03,8,2,False,False,False,False,5.01,25,763.5
216,0,2016-08-04,8,3,False,False,False,False,5.38,10,282.0
217,0,2016-08-05,8,4,False,False,False,False,3.74,5,232.0
218,0,2016-08-06,8,5,True,False,False,False,3.44,0,57.0
219,0,2016-08-07,8,6,True,False,False,False,2.76,0,54.0
220,0,2016-08-08,8,0,False,False,False,False,4.41,20,527.0
221,0,2016-08-09,8,1,False,False,False,False,3.3,15,553.0
222,0,2016-08-10,8,2,False,False,False,False,4.6,0,45.0
223,0,2016-08-11,8,3,False,False,False,False,5.4,0,52.0
224,0,2016-08-12,8,4,False,False,False,False,4.87,0,64.0
225,0,2016-08-13,8,5,True,False,False,False,4.64,10,322.0
226,0,2016-08-14,8,6,True,False,False,False,3.48,0,35.0
227,0,2016-08-15,8,0,False,False,False,False,4.58,10,325.0
228,0,2016-08-16,8,1,False,False,False,False,3.78,0,43.0
229,0,2016-08-17,8,2,False,False,False,False,3.59,15,524.0
230,0,2016-08-18,8,3,False,False,False,False,4.92,20,556.0
231,0,2016-08-19,8,4,False,False,False,False,3.64,20,872.0
232,0,2016-08-20,8,5,True,False,False,False,4.65,25,756.5
233,0,2016-08-21,8,6,True,False,False,False,3.1,15,464.0
234,0,2016-08-22,8,0,False,False,False,False,2.34,30,1054.0
235,0,2016-08-23,8,1,False,False,False,False,3.59,0,45.0
236,0,2016-08-24,8,2,False,False,False,False,5.2,10,305.0
237,0,2016-08-25,8,3,False,False,False,False,5.21,15,469.5
238,0,2016-08-26,8,4,False,False,False,False,2.32,20,1020.0
239,0,2016-08-27,8,5,True,False,False,False,4.72,15,391.0
240,0,2016-08-28,8,6,True,False,False,False,4.73,0,61.0
241,0,2016-08-29,8,0,False,False,False,False,4.98,15,396.5
242,0,2016-08-30,8,1,False,False,False,False,3.99,0,43.0
243,0,2016-08-31,8,2,False,False,False,False,2.72,20,735.0
244,0,2016-09-01,9,3,False,False,False,False,3.85,0,45.0
245,0,2016-09-02,9,4,False,False,False,False,3.13,10,445.0
246,0,2016-09-03,9,5,True,False,False,False,3.88,0,63.0
247,0,2016-09-04,9,6,True,False,False,False,2.21,5,247.5
248,0,2016-09-05,9,0,False,True,False,False,4.74,10,340.0
249,0,2016-09-06,9,1,False,False,False,False,3.58,15,523.0
250,0,2016-09-07,9,2,False,False,False,False,5.91,0,46.0
251,0,2016-09-08,9,3,False,False,False,False,4.55,0,47.0
252,0,2016-09-09,9,4,False,False,False,False,6.07,0,61.0
253,0,2016-09-10,9,5,True,False,False,False,1.86,35,1666.5
254,0,2016-09-11,9,6,True,False,False,False,3.88,30,993.0
255,0,2016-09-12,9,0,False,False,False,False,4.13,5,207.0
256,0,2016-09-13,9,1,False,False,False,False,3.87,5,192.0
257,0,2016-09-14,9,2,False,False,False,False,4.96,5,167.5
258,0,2016-09-15,9,3,False,False,False,False,3.65,0,46.0
259,0,2016-09-16,9,4,False,False,False,False,2.84,20,917.0
260,0,2016-09-17,9,5,True,False,False,False,3.76,10,382.0
261,0,2016-09-18,9,6,True,False,False,False,2.27,10,378.0
262,0,2016-09-19,9,0,False,False,False,False,4.68,5,189.0
263,0,2016-09-20,9,1,False,False,False,False,4.13,15,479.5
264,0,2016-09-21,9,2,False,False,False,False,3.8,15,614.5
265,0,2016-09-22,9,3,False,False,False,False,4.45,15,548.0
266,0,2016-09-23,9,4,False,False,False,False,3.28,15,649.0
267,0,2016-09-24,9,5,True,False,False,False,6.23,20,629.0
268,0,2016-09-25,9,6,True,False,False,False,4.5,5,173.5
269,0,2016-09-26,9,0,False,False,False,False,2.19,5,207.0
270,0,2016-09-27,9,1,False,False,False,False,3.93,5,254.0
271,0,2016-09-28,9,2,False,False,False,False,5.7,25,781.0
272,0,2016-09-29,9,3,False,False,False,False,3.23,10,363.0
273,0,2016-09-30,9,4,False,False,False,False,4.92,0,67.0
274,0,2016-10-01,10,5,True,False,False,False,3.28,15,748.0
275,0,2016-10-02,10,6,True,False,False,False,4.32,10,366.0
276,0,2016-10-03,10,0,False,False,False,False,5.93,10,330.0
277,0,2016-10-04,10,1,False,False,False,False,2.68,25,1148.0
278,0,2016-10-05,10,2,False,False,False,False,2.64,0,40.0
279,0,2016-10-06,10,3,False,False,False,False,5.23,0,67.0
280,0,2016-10-07,10,4,False,False,False,False,2.9,0,67.0
281,0,2016-10-08,10,5,True,False,False,False,4.06,30,1208.0
282,0,2016-10-09,10,6,True,False,False,False,3.45,10,497.0
283,0,2016-10-10,10,0,False,True,False,False,5.17,10,412.0
284,0,2016-10-11,10,1,False,False,False,False,3.33,0,57.0
285,0,2016-10-12,10,2,False,False,False,False,4.74,5,250.0
286,0,2016-10-13,10,3,False,False,False,False,1.97,30,1687.0
287,0,2016-10-14,10,4,False,False,False,False,3.54,10,458.0
288,0,2016-10-15,10,5,True,False,False,False,4.14,0,78.0
289,0,2016-10-16,10,6,True,False,False,False,2.67,15,724.5
290,0,2016-10-17,10,0,False,False,False,False,3.16,5,301.0
291,0,2016-10-18,10,1,False,False,False,False,3.11,0,49.0
292,0,2016-10-19,10,2,False,False,False,False,3.38,0,47.0
293,0,2016-10-20,10,3,False,False,False,False,4.0,20,952.0
294,0,2016-10-21,10,4,False,False,False,False,4.37,25,1238.0
295,0,2016-10-22,10,5,True,False,False,False,3.48,20,810.0
296,0,2016-10-23,10,6,True,False,False,False,5.15,10,370.0
297,0,2016-10-24,10,0,False,False,False,False,4.2,0,54.0
298,0,2016-10-25,10,1,False,False,False,False,5.24,0,59.0
299,0,2016-10-26,10,2,False,False,False,False,4.17,5,263.0
300,0,2016-10-27,10,3,False,False,False,False,4.56,5,257.0
301,0,2016-10-28,10,4,False,False,False,False,3.92,5,283.5
302,0,2016-10-29,10,5,True,False,False,False,3.52,0,58.0
303,0,2016-10-30,10,6,True,False,False,False,3.08,20,879.0
304,0,2016-10-31,10,0,False,False,False,False,4.55,0,44.0
305,0,2016-11-01,11,1,False,False,False,True,3.99,5,285.5
306,0,2016-11-02,11,2,False,False,False,True,4.84,25,778.0
307,0,2016-11-03,11,3,False,False,False,True,3.84,0,54.0
308,0,2016-11-04,11,4,False,False,False,True,3.28,25,1173.5
309,0,2016-11-05,11,5,True,False,False,True,4.96,15,620.5
310,0,2016-11-06,11,6,True,False,False,True,3.2,15,639.0
311,0,2016-11-07,11,0,False,False,False,True,3.95,0,66.0
312,0,2016-11-08,11,1,False,False,False,True,4.17,5,260.0
313,0,2016-11-09,11,2,False,False,False,True,3.63,10,544.0
314,0,2016-11-10,11,3,False,False,False,True,6.4,20,861.0
315,0,2016-11-11,11,4,False,True,False,True,2.86,0,75.0
316,0,2016-11-12,11,5,True,False,False,True,5.08,0,63.0
317,0,2016-11-13,11,6,True,False,False,True,5.5,0,66.0
318,0,2016-11-14,11,0,False,False,False,True,3.52,10,413.0
319,0,2016-11-15,11,1,False,False,False,True,4.07,5,232.0
320,0,2016-11-16,11,2,False,False,False,True,4.74,35,1487.0
321,0,2016-11-17,11,3,False,False,False,True,5.3,5,173.0
322,0,2016-11-18,11,4,False,False,False,True,5.18,0,66.0
323,0,2016-11-19,11,5,True,False,False,True,4.3,15,615.0
324,0,2016-11-20,11,6,True,False,False,True,3.81,10,540.0
325,0,2016-11-21,11,0,False,False,False,True,3.68,10,529.0
326,0,2016-11-22,11,1,False,False,False,True,5.63,5,234.0
327,0,2016-11-23,11,2,False,False,False,True,4.61,5,247.5
328,0,2016-11-24,11,3,False,True,False,True,4.96,5,247.5
329,0,2016-11-25,11,4,False,False,False,True,4.39,0,92.0
330,0,2016-11-26,11,5,True,False,False,True,2.74,0,53.0
331,0,2016-11-27,11,6,True,False,False,True,4.33,5,269.0
332,0,2016-11-28,11,0,False,False,False,True,4.77,0,63.0
333,0,2016-11-29,11,1,False,False,False,True,4.55,10,381.0
334,0,2016-11-30,11,2,False,False,False,True,3.28,10,478.0
335,0,2016-12-01,12,3,False,False,True,False,5.55,10,403.0
336,0,2016-12-02,12,4,False,False,True,False,4.64,40,1813.0
337,0,2016-12-03,12,5,True,False,True,False,5.93,10,398.0
338,0,2016-12-04,12,6,True,False,True,False,4.66,15,505.0
339,0,2016-12-05,12,0,False,False,True,False,3.75,10,541.0
340,0,2016-12-06,12,1,False,False,True,False,4.77,5,243.0
341,0,2016-12-07,12,2,False,False,True,False,4.62,35,1297.5
342,0,2016-12-08,12,3,False,False,True,False,6.4,15,602.5
343,0,2016-12-09,12,4,False,False,True,False,2.81,15,892.5
344,0,2016-12-10,12,5,True,False,True,False,5.18,25,1121.5
345,0,2016-12-11,12,6,True,False,True,False,3.9,15,660.0
346,0,2016-12-12,12,0,False,False,True,False,3.5,10,562.0
347,0,2016-12-13,12,1,False,False,True,False,5.74,10,506.0
348,0,2016-12-14,12,2,False,False,True,False,5.41,0,72.0
349,0,2016-12-15,12,3,False,False,True,False,4.21,5,266.5
350,0,2016-12-16,12,4,False,False,True,False,5.89,0,80.0
351,0,2016-12-17,12,5,True,False,True,False,4.41,20,996.0
352,0,2016-12-18,12,6,True,False,True,False,3.33,20,951.0
353,0,2016-12-19,12,0,False,False,True,False,5.1,0,76.0
354,0,2016-12-20,12,1,False,False,True,False,4.76,0,66.0
355,0,2016-12-21,12,2,False,False,True,False,4.17,0,60.0
356,0,2016-12-22,12,3,False,False,True,False,4.12,0,65.0
357,0,2016-12-23,12,4,False,False,True,False,5.77,15,605.0
358,0,2016-12-24,12,5,True,False,True,False,2.77,5,342.0
359,0,2016-12-25,12,6,True,False,True,False,4.76,15,651.5
360,0,2016-12-26,12,0,False,True,True,False,3.35,5,311.0
361,0,2016-12-27,12,1,False,False,True,False,5.8,5,213.5
362,0,2016-12-28,12,2,False,False,True,False,3.26,15,732.0
363,0,2016-12-29,12,3,False,False,True,False,4.61,0,64.0
364,0,2016-12-30,12,4,False,False,True,False,6.27,0,86.0
365,0,2016-12-31,12,5,True,False,True,False,4.8,5,243.0
366,0,2017-01-01,1,6,True,False,False,False,6.21,10,408.0
367,0,2017-01-02,1,0,False,True,False,False,4.08,25,916.0
368,0,2017-01-03,1,1,False,False,False,False,3.38,20,879.0
369,0,2017-01-04,1,2,False,False,False,False,3.19,5,217.5
370,0,2017-01-05,1,3,False,False,False,False,4.69,0,59.0
371,0,2017-01-06,1,4,False,False,False,False,2.29,10,698.0
372,0,2017-01-07,1,5,True,False,False,False,4.59,5,225.5
373,0,2017-01-08,1,6,True,False,False,False,5.0,20,704.0
374,0,2017-01-09,1,0,False,False,False,False,2.64,20,939.0
375,0,2017-01-10,1,1,False,False,False,False,3.65,0,41.0
376,0,2017-01-11,1,2,False,False,False,False,4.43,5,235.0
377,0,2017-01-12,1,3,False,False,False,False,5.44,0,62.0
378,0,2017-01-13,1,4,False,False,False,False,2.65,30,1730.0
379,0,2017-01-14,1,5,True,False,False,False,3.41,5,294.0
380,0,2017-01-15,1,6,True,False,False,False,5.38,30,1084.0
381,0,2017-01-16,1,0,False,True,False,False,3.99,5,251.0
382,0,2017-01-17,1,1,False,False,False,False,3.96,0,69.0
383,0,2017-01-18,1,2,False,False,False,False,4.41,0,65.0
384,0,2017-01-19,1,3,False,False,False,False,3.5,10,463.0
385,0,2017-01-20,1,4,False,False,False,False,4.07,5,268.5
386,0,2017-01-21,1,5,True,False,False,False,3.3,5,291.0
387,0,2017-01-22,1,6,True,False,False,False,3.21,15,736.0
388,0,2017-01-23,1,0,False,False,False,False,3.69,0,48.0
389,0,2017-01-24,1,1,False,False,False,False,3.3,15,605.0
390,0,2017-01-25,1,2,False,False,False,False,2.89,0,47.0
391,0,2017-01-26,1,3,False,False,False,False,3.81,35,1653.0
392,0,2017-01-27,1,4,False,False,False,False,2.9,5,356.0
393,0,2017-01-28,1,5,True,False,False,False,2.87,30,1630.0
394,0,2017-01-29,1,6,True,False,False,False,4.99,5,265.5
395,0,2017-01-30,1,0,False,False,False,False,3.66,10,459.0
396,0,2017-01-31,1,1,False,False,False,False,3.06,15,790.0
397,0,2017-02-01,2,2,False,False,False,False,4.62,15,586.0
398,0,2017-02-02,2,3,False,False,False,False,3.88,30,1235.0
399,0,2017-02-03,2,4,False,False,False,False,4.46,25,1168.5
400,0,2017-02-04,2,5,True,False,False,False,4.33,15,559.0
401,0,2017-02-05,2,6,True,False,False,False,4.32,0,54.0
402,0,2017-02-06,2,0,False,False,False,False,3.96,10,398.0
403,0,2017-02-07,2,1,False,False,False,False,4.96,0,48.0
404,0,2017-02-08,2,2,False,False,False,False,4.12,0,45.0
405,0,2017-02-09,2,3,False,False,False,False,6.09,0,36.0
406,0,2017-02-10,2,4,False,False,False,False,4.74,5,232.0
407,0,2017-02-11,2,5,True,False,False,False,5.14,0,70.0
408,0,2017-02-12,2,6,True,False,False,False,3.32,0,53.0
409,0,2017-02-13,2,0,False,False,False,False,2.95,0,54.0
410,0,2017-02-14,2,1,False,False,False,False,2.46,5,248.0
411,0,2017-02-15,2,2,False,False,False,False,3.74,15,505.5
412,0,2017-02-16,2,3,False,False,False,False,2.52,20,1070.0
413,0,2017-02-17,2,4,False,False,False,False,4.75,25,969.5
414,0,2017-02-18,2,5,True,False,False,False,6.05,15,416.0
415,0,2017-02-19,2,6,True,False,False,False,4.22,5,219.0
416,0,2017-02-20,2,0,False,True,False,False,3.63,30,1179.0
417,0,2017-02-21,2,1,False,False,False,False,3.78,5,187.0
418,0,2017-02-22,2,2,False,False,False,False,5.64,20,595.0
419,0,2017-02-23,2,3,False,False,False,False,4.34,5,197.5
