app_download,population,city,state,date,post,treated
634.0,12396372,sao_paulo,sao_paulo,2022-04-10,0,1
3255.0,12396372,sao_paulo,sao_paulo,2022-04-11,0,1
2350.0,12396372,sao_paulo,sao_paulo,2022-04-12,0,1
2566.0,12396372,sao_paulo,sao_paulo,2022-04-13,0,1
1998.0,12396372,sao_paulo,sao_paulo,2022-04-14,0,1
2153.0,12396372,sao_paulo,sao_paulo,2022-04-15,0,1
2041.0,12396372,sao_paulo,sao_paulo,2022-04-16,0,1
2239.0,12396372,sao_paulo,sao_paulo,2022-04-17,0,1
4305.0,12396372,sao_paulo,sao_paulo,2022-04-18,0,1
3621.0,12396372,sao_paulo,sao_paulo,2022-04-19,0,1
3506.0,12396372,sao_paulo,sao_paulo,2022-04-20,0,1
2980.0,12396372,sao_paulo,sao_paulo,2022-04-21,0,1
2642.0,12396372,sao_paulo,sao_paulo,2022-04-22,0,1
2630.0,12396372,sao_paulo,sao_paulo,2022-04-23,0,1
3105.0,12396372,sao_paulo,sao_paulo,2022-04-24,0,1
4586.0,12396372,sao_paulo,sao_paulo,2022-04-25,0,1
4510.0,12396372,sao_paulo,sao_paulo,2022-04-26,0,1
4233.0,12396372,sao_paulo,sao_paulo,2022-04-27,0,1
4055.0,12396372,sao_paulo,sao_paulo,2022-04-28,0,1
3702.0,12396372,sao_paulo,sao_paulo,2022-04-29,0,1
3501.0,12396372,sao_paulo,sao_paulo,2022-04-30,0,1
3204.736402152018,12396372,sao_paulo,sao_paulo,2022-05-01,1,1
4788.21151497984,12396372,sao_paulo,sao_paulo,2022-05-02,1,1
4358.33175759498,12396372,sao_paulo,sao_paulo,2022-05-03,1,1
3366.5617413060663,12396372,sao_paulo,sao_paulo,2022-05-04,1,1
2682.206346606425,12396372,sao_paulo,sao_paulo,2022-05-05,1,1
2282.5784877284586,12396372,sao_paulo,sao_paulo,2022-05-06,1,1
1453.8491457925652,12396372,sao_paulo,sao_paulo,2022-05-07,1,1
1919.867959932948,12396372,sao_paulo,sao_paulo,2022-05-08,1,1
3694.349642565865,12396372,sao_paulo,sao_paulo,2022-05-09,1,1
3463.722996400141,12396372,sao_paulo,sao_paulo,2022-05-10,1,1
3355.571353836266,12396372,sao_paulo,sao_paulo,2022-05-11,1,1
3135.845068929492,12396372,sao_paulo,sao_paulo,2022-05-12,1,1
2884.190565267317,12396372,sao_paulo,sao_paulo,2022-05-13,1,1
2144.0311674227887,12396372,sao_paulo,sao_paulo,2022-05-14,1,1
2579.1458995669345,12396372,sao_paulo,sao_paulo,2022-05-15,1,1
5571.535694362645,12396372,sao_paulo,sao_paulo,2022-05-16,1,1
4965.136697477534,12396372,sao_paulo,sao_paulo,2022-05-17,1,1
4901.8621616153505,12396372,sao_paulo,sao_paulo,2022-05-18,1,1
4274.851820758049,12396372,sao_paulo,sao_paulo,2022-05-19,1,1
4144.783182560512,12396372,sao_paulo,sao_paulo,2022-05-20,1,1
3410.7650449620032,12396372,sao_paulo,sao_paulo,2022-05-21,1,1
4267.2,12396372,sao_paulo,sao_paulo,2022-05-22,1,1
6662.043947542682,12396372,sao_paulo,sao_paulo,2022-05-23,1,1
5910.748398437591,12396372,sao_paulo,sao_paulo,2022-05-24,1,1
6293.338638825062,12396372,sao_paulo,sao_paulo,2022-05-25,1,1
5382.219735769693,12396372,sao_paulo,sao_paulo,2022-05-26,1,1
5413.636160868411,12396372,sao_paulo,sao_paulo,2022-05-27,1,1
5301.152344489164,12396372,sao_paulo,sao_paulo,2022-05-28,1,1
5894.803804049571,12396372,sao_paulo,sao_paulo,2022-05-29,1,1
7732.725292387257,12396372,sao_paulo,sao_paulo,2022-05-30,1,1
8003.8278198057615,12396372,sao_paulo,sao_paulo,2022-05-31,1,1
4689.996640105337,12396372,sao_paulo,sao_paulo,2022-06-01,1,1
4633.020525605594,12396372,sao_paulo,sao_paulo,2022-06-02,1,1
3154.187928036465,12396372,sao_paulo,sao_paulo,2022-06-03,1,1
2918.119704001462,12396372,sao_paulo,sao_paulo,2022-06-04,1,1
3293.158725047112,12396372,sao_paulo,sao_paulo,2022-06-05,1,1
4566.608930069721,12396372,sao_paulo,sao_paulo,2022-06-06,1,1
4019.0334221595513,12396372,sao_paulo,sao_paulo,2022-06-07,1,1
3520.5451067656904,12396372,sao_paulo,sao_paulo,2022-06-08,1,1
2378.2673742816473,12396372,sao_paulo,sao_paulo,2022-06-09,1,1
1699.1682745610299,12396372,sao_paulo,sao_paulo,2022-06-10,1,1
1969.6596001965465,12396372,sao_paulo,sao_paulo,2022-06-11,1,1
2523.9139992911614,12396372,sao_paulo,sao_paulo,2022-06-12,1,1
4448.014395381749,12396372,sao_paulo,sao_paulo,2022-06-13,1,1
3963.7957771072174,12396372,sao_paulo,sao_paulo,2022-06-14,1,1
3681.7152209791902,12396372,sao_paulo,sao_paulo,2022-06-15,1,1
3476.973331992289,12396372,sao_paulo,sao_paulo,2022-06-16,1,1
2791.9003049527087,12396372,sao_paulo,sao_paulo,2022-06-17,1,1
2563.673532582615,12396372,sao_paulo,sao_paulo,2022-06-18,1,1
3013.7476299550967,12396372,sao_paulo,sao_paulo,2022-06-19,1,1
5344.991924790315,12396372,sao_paulo,sao_paulo,2022-06-20,1,1
4713.6882770773245,12396372,sao_paulo,sao_paulo,2022-06-21,1,1
3822.52917131895,12396372,sao_paulo,sao_paulo,2022-06-22,1,1
3859.7715792878857,12396372,sao_paulo,sao_paulo,2022-06-23,1,1
3894.748194759349,12396372,sao_paulo,sao_paulo,2022-06-24,1,1
3643.2294486989304,12396372,sao_paulo,sao_paulo,2022-06-25,1,1
4136.974199000503,12396372,sao_paulo,sao_paulo,2022-06-26,1,1
5656.241492722504,12396372,sao_paulo,sao_paulo,2022-06-27,1,1
5408.686242498428,12396372,sao_paulo,sao_paulo,2022-06-28,1,1
5266.376048869474,12396372,sao_paulo,sao_paulo,2022-06-29,1,1
4818.630413189917,12396372,sao_paulo,sao_paulo,2022-06-30,1,1
1015.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-01,0,0
718.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-02,0,0
563.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-03,0,0
342.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-04,0,0
226.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-05,0,0
340.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-06,0,0
754.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-07,0,0
860.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-08,0,0
570.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-09,0,0
401.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-10,0,0
206.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-11,0,0
144.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-12,0,0
522.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-13,0,0
959.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-14,0,0
920.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-15,0,0
556.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-16,0,0
532.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-17,0,0
548.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-18,0,0
390.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-19,0,0
859.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-20,0,0
1088.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-21,0,0
1056.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-22,0,0
804.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-23,0,0
803.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-24,0,0
635.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-25,0,0
678.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-26,0,0
699.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-27,0,0
1303.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-28,0,0
1255.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-29,0,0
1113.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-30,0,0
1006.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-31,0,0
511.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-01,0,0
477.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-02,0,0
499.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-03,0,0
1033.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-04,0,0
812.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-05,0,0
561.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-06,0,0
505.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-07,0,0
591.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-08,0,0
299.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-09,0,0
241.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-10,0,0
797.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-11,0,0
658.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-12,0,0
614.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-13,0,0
463.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-14,0,0
492.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-15,0,0
271.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-16,0,0
494.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-17,0,0
1018.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-18,0,0
938.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-19,0,0
900.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-20,0,0
743.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-21,0,0
667.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-22,0,0
638.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-23,0,0
818.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-24,0,0
1328.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-25,0,0
1071.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-26,0,0
881.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-27,0,0
952.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-28,0,0
863.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-29,0,0
740.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-30,0,0
624.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-01,1,0
1044.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-02,1,0
756.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-03,1,0
777.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-04,1,0
640.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-05,1,0
612.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-06,1,0
457.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-07,1,0
449.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-08,1,0
1009.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-09,1,0
772.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-10,1,0
727.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-11,1,0
528.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-12,1,0
339.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-13,1,0
373.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-14,1,0
550.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-15,1,0
943.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-16,1,0
963.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-17,1,0
782.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-18,1,0
718.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-19,1,0
683.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-20,1,0
465.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-21,1,0
649.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-22,1,0
1358.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-23,1,0
1053.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-24,1,0
1135.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-25,1,0
825.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-26,1,0
745.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-27,1,0
803.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-28,1,0
800.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-29,1,0
1496.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-30,1,0
1309.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-31,1,0
807.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-01,1,0
773.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-02,1,0
555.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-03,1,0
486.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-04,1,0
593.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-05,1,0
1064.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-06,1,0
886.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-07,1,0
680.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-08,1,0
518.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-09,1,0
412.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-10,1,0
309.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-11,1,0
526.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-12,1,0
989.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-13,1,0
943.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-14,1,0
666.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-15,1,0
807.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-16,1,0
717.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-17,1,0
585.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-18,1,0
664.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-19,1,0
1290.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-20,1,0
1149.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-21,1,0
846.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-22,1,0
834.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-23,1,0
848.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-24,1,0
679.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-25,1,0
805.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-26,1,0
1395.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-27,1,0
1364.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-28,1,0
1103.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-29,1,0
1153.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-30,1,0
449.0,3094325,brasilia,distrito_federal,2022-03-01,0,0
367.0,3094325,brasilia,distrito_federal,2022-03-02,0,0
219.0,3094325,brasilia,distrito_federal,2022-03-03,0,0
265.0,3094325,brasilia,distrito_federal,2022-03-04,0,0
135.0,3094325,brasilia,distrito_federal,2022-03-05,0,0
249.0,3094325,brasilia,distrito_federal,2022-03-06,0,0
478.0,3094325,brasilia,distrito_federal,2022-03-07,0,0
287.0,3094325,brasilia,distrito_federal,2022-03-08,0,0
157.0,3094325,brasilia,distrito_federal,2022-03-09,0,0
234.0,3094325,brasilia,distrito_federal,2022-03-10,0,0
173.0,3094325,brasilia,distrito_federal,2022-03-11,0,0
98.0,3094325,brasilia,distrito_federal,2022-03-12,0,0
168.0,3094325,brasilia,distrito_federal,2022-03-13,0,0
446.0,3094325,brasilia,distrito_federal,2022-03-14,0,0
345.0,3094325,brasilia,distrito_federal,2022-03-15,0,0
408.0,3094325,brasilia,distrito_federal,2022-03-16,0,0
316.0,3094325,brasilia,distrito_federal,2022-03-17,0,0
245.0,3094325,brasilia,distrito_federal,2022-03-18,0,0
250.0,3094325,brasilia,distrito_federal,2022-03-19,0,0
326.0,3094325,brasilia,distrito_federal,2022-03-20,0,0
442.0,3094325,brasilia,distrito_federal,2022-03-21,0,0
389.0,3094325,brasilia,distrito_federal,2022-03-22,0,0
465.0,3094325,brasilia,distrito_federal,2022-03-23,0,0
313.0,3094325,brasilia,distrito_federal,2022-03-24,0,0
281.0,3094325,brasilia,distrito_federal,2022-03-25,0,0
312.0,3094325,brasilia,distrito_federal,2022-03-26,0,0
358.0,3094325,brasilia,distrito_federal,2022-03-27,0,0
623.0,3094325,brasilia,distrito_federal,2022-03-28,0,0
491.0,3094325,brasilia,distrito_federal,2022-03-29,0,0
597.0,3094325,brasilia,distrito_federal,2022-03-30,0,0
554.0,3094325,brasilia,distrito_federal,2022-03-31,0,0
151.0,3094325,brasilia,distrito_federal,2022-04-01,0,0
174.0,3094325,brasilia,distrito_federal,2022-04-02,0,0
293.0,3094325,brasilia,distrito_federal,2022-04-03,0,0
335.0,3094325,brasilia,distrito_federal,2022-04-04,0,0
447.0,3094325,brasilia,distrito_federal,2022-04-05,0,0
349.0,3094325,brasilia,distrito_federal,2022-04-06,0,0
126.0,3094325,brasilia,distrito_federal,2022-04-07,0,0
157.0,3094325,brasilia,distrito_federal,2022-04-08,0,0
163.0,3094325,brasilia,distrito_federal,2022-04-09,0,0
106.0,3094325,brasilia,distrito_federal,2022-04-10,0,0
283.0,3094325,brasilia,distrito_federal,2022-04-11,0,0
109.0,3094325,brasilia,distrito_federal,2022-04-12,0,0
264.0,3094325,brasilia,distrito_federal,2022-04-13,0,0
296.0,3094325,brasilia,distrito_federal,2022-04-14,0,0
155.0,3094325,brasilia,distrito_federal,2022-04-15,0,0
193.0,3094325,brasilia,distrito_federal,2022-04-16,0,0
250.0,3094325,brasilia,distrito_federal,2022-04-17,0,0
471.0,3094325,brasilia,distrito_federal,2022-04-18,0,0
327.0,3094325,brasilia,distrito_federal,2022-04-19,0,0
488.0,3094325,brasilia,distrito_federal,2022-04-20,0,0
292.0,3094325,brasilia,distrito_federal,2022-04-21,0,0
307.0,3094325,brasilia,distrito_federal,2022-04-22,0,0
176.0,3094325,brasilia,distrito_federal,2022-04-23,0,0
321.0,3094325,brasilia,distrito_federal,2022-04-24,0,0
589.0,3094325,brasilia,distrito_federal,2022-04-25,0,0
612.0,3094325,brasilia,distrito_federal,2022-04-26,0,0
463.0,3094325,brasilia,distrito_federal,2022-04-27,0,0
332.0,3094325,brasilia,distrito_federal,2022-04-28,0,0
451.0,3094325,brasilia,distrito_federal,2022-04-29,0,0
356.0,3094325,brasilia,distrito_federal,2022-04-30,0,0
250.0,3094325,brasilia,distrito_federal,2022-05-01,1,0
395.0,3094325,brasilia,distrito_federal,2022-05-02,1,0
345.0,3094325,brasilia,distrito_federal,2022-05-03,1,0
264.0,3094325,brasilia,distrito_federal,2022-05-04,1,0
216.0,3094325,brasilia,distrito_federal,2022-05-05,1,0
238.0,3094325,brasilia,distrito_federal,2022-05-06,1,0
96.0,3094325,brasilia,distrito_federal,2022-05-07,1,0
164.0,3094325,brasilia,distrito_federal,2022-05-08,1,0
288.0,3094325,brasilia,distrito_federal,2022-05-09,1,0
246.0,3094325,brasilia,distrito_federal,2022-05-10,1,0
135.0,3094325,brasilia,distrito_federal,2022-05-11,1,0
226.0,3094325,brasilia,distrito_federal,2022-05-12,1,0
125.0,3094325,brasilia,distrito_federal,2022-05-13,1,0
127.0,3094325,brasilia,distrito_federal,2022-05-14,1,0
126.0,3094325,brasilia,distrito_federal,2022-05-15,1,0
315.0,3094325,brasilia,distrito_federal,2022-05-16,1,0
372.0,3094325,brasilia,distrito_federal,2022-05-17,1,0
354.0,3094325,brasilia,distrito_federal,2022-05-18,1,0
240.0,3094325,brasilia,distrito_federal,2022-05-19,1,0
260.0,3094325,brasilia,distrito_federal,2022-05-20,1,0
278.0,3094325,brasilia,distrito_federal,2022-05-21,1,0
247.0,3094325,brasilia,distrito_federal,2022-05-22,1,0
494.0,3094325,brasilia,distrito_federal,2022-05-23,1,0
501.0,3094325,brasilia,distrito_federal,2022-05-24,1,0
473.0,3094325,brasilia,distrito_federal,2022-05-25,1,0
402.0,3094325,brasilia,distrito_federal,2022-05-26,1,0
368.0,3094325,brasilia,distrito_federal,2022-05-27,1,0
312.0,3094325,brasilia,distrito_federal,2022-05-28,1,0
392.0,3094325,brasilia,distrito_federal,2022-05-29,1,0
656.0,3094325,brasilia,distrito_federal,2022-05-30,1,0
530.0,3094325,brasilia,distrito_federal,2022-05-31,1,0
319.0,3094325,brasilia,distrito_federal,2022-06-01,1,0
285.0,3094325,brasilia,distrito_federal,2022-06-02,1,0
187.0,3094325,brasilia,distrito_federal,2022-06-03,1,0
106.0,3094325,brasilia,distrito_federal,2022-06-04,1,0
251.0,3094325,brasilia,distrito_federal,2022-06-05,1,0
247.0,3094325,brasilia,distrito_federal,2022-06-06,1,0
182.0,3094325,brasilia,distrito_federal,2022-06-07,1,0
265.0,3094325,brasilia,distrito_federal,2022-06-08,1,0
101.0,3094325,brasilia,distrito_federal,2022-06-09,1,0
199.0,3094325,brasilia,distrito_federal,2022-06-10,1,0
16.0,3094325,brasilia,distrito_federal,2022-06-11,1,0
139.0,3094325,brasilia,distrito_federal,2022-06-12,1,0
310.0,3094325,brasilia,distrito_federal,2022-06-13,1,0
222.0,3094325,brasilia,distrito_federal,2022-06-14,1,0
336.0,3094325,brasilia,distrito_federal,2022-06-15,1,0
252.0,3094325,brasilia,distrito_federal,2022-06-16,1,0
248.0,3094325,brasilia,distrito_federal,2022-06-17,1,0
132.0,3094325,brasilia,distrito_federal,2022-06-18,1,0
150.0,3094325,brasilia,distrito_federal,2022-06-19,1,0
509.0,3094325,brasilia,distrito_federal,2022-06-20,1,0
389.0,3094325,brasilia,distrito_federal,2022-06-21,1,0
327.0,3094325,brasilia,distrito_federal,2022-06-22,1,0
334.0,3094325,brasilia,distrito_federal,2022-06-23,1,0
242.0,3094325,brasilia,distrito_federal,2022-06-24,1,0
340.0,3094325,brasilia,distrito_federal,2022-06-25,1,0
310.0,3094325,brasilia,distrito_federal,2022-06-26,1,0
534.0,3094325,brasilia,distrito_federal,2022-06-27,1,0
426.0,3094325,brasilia,distrito_federal,2022-06-28,1,0
493.0,3094325,brasilia,distrito_federal,2022-06-29,1,0
383.0,3094325,brasilia,distrito_federal,2022-06-30,1,0
272.0,2900319,salvador,bahia,2022-03-01,0,0
229.0,2900319,salvador,bahia,2022-03-02,0,0
228.0,2900319,salvador,bahia,2022-03-03,0,0
89.0,2900319,salvador,bahia,2022-03-04,0,0
93.0,2900319,salvador,bahia,2022-03-05,0,0
114.0,2900319,salvador,bahia,2022-03-06,0,0
245.0,2900319,salvador,bahia,2022-03-07,0,0
250.0,2900319,salvador,bahia,2022-03-08,0,0
149.0,2900319,salvador,bahia,2022-03-09,0,0
47.0,2900319,salvador,bahia,2022-03-10,0,0
73.0,2900319,salvador,bahia,2022-03-11,0,0
34.0,2900319,salvador,bahia,2022-03-12,0,0
171.0,2900319,salvador,bahia,2022-03-13,0,0
236.0,2900319,salvador,bahia,2022-03-14,0,0
252.0,2900319,salvador,bahia,2022-03-15,0,0
278.0,2900319,salvador,bahia,2022-03-16,0,0
301.0,2900319,salvador,bahia,2022-03-17,0,0
183.0,2900319,salvador,bahia,2022-03-18,0,0
143.0,2900319,salvador,bahia,2022-03-19,0,0
240.0,2900319,salvador,bahia,2022-03-20,0,0
365.0,2900319,salvador,bahia,2022-03-21,0,0
323.0,2900319,salvador,bahia,2022-03-22,0,0
381.0,2900319,salvador,bahia,2022-03-23,0,0
270.0,2900319,salvador,bahia,2022-03-24,0,0
346.0,2900319,salvador,bahia,2022-03-25,0,0
251.0,2900319,salvador,bahia,2022-03-26,0,0
255.0,2900319,salvador,bahia,2022-03-27,0,0
429.0,2900319,salvador,bahia,2022-03-28,0,0
398.0,2900319,salvador,bahia,2022-03-29,0,0
377.0,2900319,salvador,bahia,2022-03-30,0,0
355.0,2900319,salvador,bahia,2022-03-31,0,0
242.0,2900319,salvador,bahia,2022-04-01,0,0
99.0,2900319,salvador,bahia,2022-04-02,0,0
160.0,2900319,salvador,bahia,2022-04-03,0,0
320.0,2900319,salvador,bahia,2022-04-04,0,0
365.0,2900319,salvador,bahia,2022-04-05,0,0
211.0,2900319,salvador,bahia,2022-04-06,0,0
174.0,2900319,salvador,bahia,2022-04-07,0,0
57.0,2900319,salvador,bahia,2022-04-08,0,0
