app_download,population,city,state,date,post,treated,app_download_pct,comp_download_pct
2844.0,12396372,sao_paulo,sao_paulo,2022-03-25,0,1,0.022942196313566584,0.024847592505291064
2712.0,12396372,sao_paulo,sao_paulo,2022-03-26,0,1,0.0218773686365656,0.02399573036369028
3383.0,12396372,sao_paulo,sao_paulo,2022-03-27,0,1,0.027290242661320588,0.028326029583494266
5084.0,12396372,sao_paulo,sao_paulo,2022-03-28,0,1,0.041011999317219584,0.039303434908213475
4527.0,12396372,sao_paulo,sao_paulo,2022-03-29,0,1,0.03651874919532908,0.03570883481070107
4682.0,12396372,sao_paulo,sao_paulo,2022-03-30,0,1,0.037769115028171145,0.03670912747697472
4043.0,12396372,sao_paulo,sao_paulo,2022-03-31,0,1,0.03261438104632549,0.03258534029149819
1800.0,12396372,sao_paulo,sao_paulo,2022-04-01,0,1,0.014520377413649735,0.018110137385357588
1540.0,12396372,sao_paulo,sao_paulo,2022-04-02,0,1,0.012422989565011441,0.01643222710644695
1501.0,12396372,sao_paulo,sao_paulo,2022-04-03,0,1,0.012108381387715696,0.016180540564610355
3259.0,12396372,sao_paulo,sao_paulo,2022-04-04,0,1,0.026289949995046937,0.02752579545047535
3163.0,12396372,sao_paulo,sao_paulo,2022-04-05,0,1,0.025515529866318953,0.02690625934749296
2519.0,12396372,sao_paulo,sao_paulo,2022-04-06,0,1,0.020320461502768714,0.02275020465665277
1888.0,12396372,sao_paulo,sao_paulo,2022-04-07,0,1,0.01523026253165039,0.01867804547975811
1244.0,12396372,sao_paulo,sao_paulo,2022-04-08,0,1,0.010035194168100151,0.014521990788917919
940.0,12396372,sao_paulo,sao_paulo,2022-04-09,0,1,0.007582863760461528,0.012560126462807021
634.0,12396372,sao_paulo,sao_paulo,2022-04-10,0,1,0.0051143996001410735,0.010585355134550656
3255.0,12396372,sao_paulo,sao_paulo,2022-04-11,0,1,0.02625768248968327,0.027499981446184416
2350.0,12396372,sao_paulo,sao_paulo,2022-04-12,0,1,0.018957159401153823,0.021659562975360855
2566.0,12396372,sao_paulo,sao_paulo,2022-04-13,0,1,0.02069960469079179,0.02305351920707123
1998.0,12396372,sao_paulo,sao_paulo,2022-04-14,0,1,0.016117618929151208,0.019387930597758764
2153.0,12396372,sao_paulo,sao_paulo,2022-04-15,0,1,0.017367984761993267,0.02038822326403241
2041.0,12396372,sao_paulo,sao_paulo,2022-04-16,0,1,0.016464494611810616,0.019665431143886296
2239.0,12396372,sao_paulo,sao_paulo,2022-04-17,0,1,0.018061736127312086,0.020943224356287465
4305.0,12396372,sao_paulo,sao_paulo,2022-04-18,0,1,0.034727902647645616,0.03427615757255429
3621.0,12396372,sao_paulo,sao_paulo,2022-04-19,0,1,0.029210159230458718,0.029861962838804774
3506.0,12396372,sao_paulo,sao_paulo,2022-04-20,0,1,0.028282468451253318,0.029119810215440453
2980.0,12396372,sao_paulo,sao_paulo,2022-04-21,0,1,0.024039291495931227,0.02572526865118278
2642.0,12396372,sao_paulo,sao_paulo,2022-04-22,0,1,0.021312687292701447,0.023543985288598954
2630.0,12396372,sao_paulo,sao_paulo,2022-04-23,0,1,0.021215884776610447,0.023466543275726157
3105.0,12396372,sao_paulo,sao_paulo,2022-04-24,0,1,0.025047651038545792,0.026531956285274435
4586.0,12396372,sao_paulo,sao_paulo,2022-04-25,0,1,0.03699469489944316,0.03608959137399233
4510.0,12396372,sao_paulo,sao_paulo,2022-04-26,0,1,0.036381612297533505,0.0355991252924646
4233.0,12396372,sao_paulo,sao_paulo,2022-04-27,0,1,0.03414708755109963,0.033811505495317494
4055.0,12396372,sao_paulo,sao_paulo,2022-04-28,0,1,0.032711183562416486,0.03266278230437099
3702.0,12396372,sao_paulo,sao_paulo,2022-04-29,0,1,0.029863576214072957,0.03038469642569617
3501.0,12396372,sao_paulo,sao_paulo,2022-04-30,0,1,0.028242134069548737,0.029087542710076787
3204.736402152018,12396372,sao_paulo,sao_paulo,2022-05-01,1,1,0.02585221226139404,0.027175605263553036
4788.21151497984,12396372,sao_paulo,sao_paulo,2022-05-02,1,1,0.03862591018549492,0.03739456360283373
4358.33175759498,12396372,sao_paulo,sao_paulo,2022-05-03,1,1,0.03515812334120806,0.03462033412740425
3366.5617413060663,12396372,sao_paulo,sao_paulo,2022-05-04,1,1,0.027157637261176627,0.028219945263379103
2682.206346606425,12396372,sao_paulo,sao_paulo,2022-05-05,1,1,0.02163702691889551,0.023803456989554203
2282.5784877284586,12396372,sao_paulo,sao_paulo,2022-05-06,1,1,0.01841327839894171,0.02122445817359117
1453.8491457925652,12396372,sao_paulo,sao_paulo,2022-05-07,1,1,0.011728021277455737,0.01587625247640239
1919.867959932948,12396372,sao_paulo,sao_paulo,2022-05-08,1,1,0.015487337423666763,0.018883705393371208
3694.349642565865,12396372,sao_paulo,sao_paulo,2022-05-09,1,1,0.02980186172668798,0.030335324835788182
3463.722996400141,12396372,sao_paulo,sao_paulo,2022-05-10,1,1,0.02794142509114877,0.02884697552735682
3355.571353836266,12396372,sao_paulo,sao_paulo,2022-05-11,1,1,0.027068979164518992,0.028149018786052995
3135.845068929492,12396372,sao_paulo,sao_paulo,2022-05-12,1,1,0.025296474395327048,0.026731014970699442
2884.190565267317,12396372,sao_paulo,sao_paulo,2022-05-13,1,1,0.023266408633649562,0.02510696236135745
2144.0311674227887,12396372,sao_paulo,sao_paulo,2022-05-14,1,1,0.01729563429867052,0.020330342893374216
2579.1458995669345,12396372,sao_paulo,sao_paulo,2022-05-15,1,1,0.020805651036988358,0.023138356284028487
5571.535694362645,12396372,sao_paulo,sao_paulo,2022-05-16,1,1,0.04494488947542591,0.04244974703477853
4965.136697477534,12396372,sao_paulo,sao_paulo,2022-05-17,1,1,0.0400531437542979,0.038536350457876116
4901.8621616153505,12396372,sao_paulo,sao_paulo,2022-05-18,1,1,0.03954271589796878,0.038128008172812825
4274.851820758049,12396372,sao_paulo,sao_paulo,2022-05-19,1,1,0.03448470101379701,0.03408159626547541
4144.783182560512,12396372,sao_paulo,sao_paulo,2022-05-20,1,1,0.033435453393626066,0.03324219816933865
3410.7650449620032,12396372,sao_paulo,sao_paulo,2022-05-21,1,1,0.027514219845629052,0.028505211330941044
4267.2,12396372,sao_paulo,sao_paulo,2022-05-22,1,1,0.034422974721958974,0.034032215232004975
6662.043947542682,12396372,sao_paulo,sao_paulo,2022-05-23,1,1,0.05374188470257816,0.04948734321650033
5910.748398437591,12396372,sao_paulo,sao_paulo,2022-05-24,1,1,0.04768127641246641,0.04463885658441093
6293.338638825062,12396372,sao_paulo,sao_paulo,2022-05-25,1,1,0.05076758457091366,0.047107903111168734
5382.219735769693,12396372,sao_paulo,sao_paulo,2022-05-26,1,1,0.043417701048094504,0.041227996292913405
5413.636160868411,12396372,sao_paulo,sao_paulo,2022-05-27,1,1,0.04367113346443952,0.04143074222598942
5301.152344489164,12396372,sao_paulo,sao_paulo,2022-05-28,1,1,0.04276374042735378,0.040704827796320814
5894.803804049571,12396372,sao_paulo,sao_paulo,2022-05-29,1,1,0.04755265334123218,0.044535958127423544
7732.725292387257,12396372,sao_paulo,sao_paulo,2022-05-30,1,1,0.06237893871196554,0.05639698642401023
8003.8278198057615,12396372,sao_paulo,sao_paulo,2022-05-31,1,1,0.06456588927636055,0.058146546875526235
4689.996640105337,12396372,sao_paulo,sao_paulo,2022-06-01,1,1,0.03783362293504371,0.03676073380247277
4633.020525605594,12396372,sao_paulo,sao_paulo,2022-06-02,1,1,0.03737400366498839,0.03639303838642851
3154.187928036465,12396372,sao_paulo,sao_paulo,2022-06-03,1,1,0.02544444397148186,0.026849390631623286
2918.119704001462,12396372,sao_paulo,sao_paulo,2022-06-04,1,1,0.023540110800171713,0.02532592409457517
3293.158725047112,12396372,sao_paulo,sao_paulo,2022-06-05,1,1,0.02656550420596536,0.027746238819210088
4566.608930069721,12396372,sao_paulo,sao_paulo,2022-06-06,1,1,0.03683826953619754,0.03596445108339583
4019.0334221595513,12396372,sao_paulo,sao_paulo,2022-06-07,1,1,0.03242104562657164,0.03243067195569511
3520.5451067656904,12396372,sao_paulo,sao_paulo,2022-06-08,1,1,0.028399802028897574,0.029213677077555854
2378.2673742816473,12396372,sao_paulo,sao_paulo,2022-06-09,1,1,0.01918518881396627,0.021841986505610818
1699.1682745610299,12396372,sao_paulo,sao_paulo,2022-06-10,1,1,0.013706980353292318,0.01745941973707165
1969.6596001965465,12396372,sao_paulo,sao_paulo,2022-06-11,1,1,0.015889000428484613,0.019205035797225486
2523.9139992911614,12396372,sao_paulo,sao_paulo,2022-06-12,1,1,0.020360102127389864,0.022781917156349685
4448.014395381749,12396372,sao_paulo,sao_paulo,2022-06-13,1,1,0.03588158209016113,0.0351991011265667
3963.7957771072174,12396372,sao_paulo,sao_paulo,2022-06-14,1,1,0.03197545037457102,0.03207419575409462
3681.7152209791902,12396372,sao_paulo,sao_paulo,2022-06-15,1,1,0.029699941410109267,0.03025378858252521
3476.973331992289,12396372,sao_paulo,sao_paulo,2022-06-16,1,1,0.028048313909846273,0.028932486582314818
2791.9003049527087,12396372,sao_paulo,sao_paulo,2022-06-17,1,1,0.022521914516220622,0.0245113670674143
2563.673532582615,12396372,sao_paulo,sao_paulo,2022-06-18,1,1,0.020680837365824573,0.023038505347097456
3013.7476299550967,12396372,sao_paulo,sao_paulo,2022-06-19,1,1,0.024311529453578003,0.0259430590173002
5344.991924790315,12396372,sao_paulo,sao_paulo,2022-06-20,1,1,0.04311738890048084,0.04098774657482247
4713.6882770773245,12396372,sao_paulo,sao_paulo,2022-06-21,1,1,0.03802474044081062,0.03691362780708629
3822.52917131895,12396372,sao_paulo,sao_paulo,2022-06-22,1,1,0.030835870134576067,0.031162531562098653
3859.7715792878857,12396372,sao_paulo,sao_paulo,2022-06-23,1,1,0.031136300034299437,0.03140287548187735
3894.748194759349,12396372,sao_paulo,sao_paulo,2022-06-24,1,1,0.031418452066131516,0.03162859710734302
3643.2294486989304,12396372,sao_paulo,sao_paulo,2022-06-25,1,1,0.029389481444239737,0.030005420609829588
4136.974199000503,12396372,sao_paulo,sao_paulo,2022-06-26,1,1,0.03337245928889923,0.03319180288555718
5656.241492722504,12396372,sao_paulo,sao_paulo,2022-06-27,1,1,0.0456282006761535,0.0429963959953606
5408.686242498428,12396372,sao_paulo,sao_paulo,2022-06-28,1,1,0.043631203085051244,0.04139879792247879
5266.376048869474,12396372,sao_paulo,sao_paulo,2022-06-29,1,1,0.042483204350994584,0.04048039893523347
4818.630413189917,12396372,sao_paulo,sao_paulo,2022-06-30,1,1,0.038871295675782534,0.03759087199506383
1015.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-01,0,0,0.014980309379548055,0.023776628975814697
718.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-02,0,0,0.010596908506911825,0.020269908277705712
563.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-03,0,0,0.008309275054862616,0.018439801516066348
342.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-04,0,0,0.005047552520005354,0.015830423488180534
226.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-05,0,0,0.0033355171623427196,0.014460795202050429
340.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-06,0,0,0.005018034669011171,0.01580680920738519
754.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-07,0,0,0.011128229824807127,0.020694965332021954
860.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-08,0,0,0.012692675927498846,0.021946522214175326
570.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-09,0,0,0.008412587533342258,0.018522451498850057
401.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-10,0,0,0.005918329124333764,0.016527044771643264
206.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-11,0,0,0.003040338652400886,0.01422465239409696
144.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-12,0,0,0.0021252852715812017,0.013492609689441213
522.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-13,0,0,0.007704159109481857,0.017955708759761737
959.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-14,0,0,0.014153809551710922,0.02311542911354499
920.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-15,0,0,0.013578211457324345,0.02265495063803573
556.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-16,0,0,0.008205962576382973,0.018357151533282632
532.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-17,0,0,0.007851748364452774,0.01807378016373847
548.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-18,0,0,0.00808789117240624,0.018262694410101248
390.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-19,0,0,0.0057559809438657555,0.016397166227268858
859.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-20,0,0,0.012677917002001753,0.021934715073777655
1088.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-21,0,0,0.01605771094083575,0.02463855022484485
1056.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-22,0,0,0.015585425324928815,0.02426072173211931
804.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-23,0,0,0.01186617609966171,0.02128532235190562
803.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-24,0,0,0.01185141717416462,0.021273515211507946
635.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-25,0,0,0.009371917690653217,0.019289915624698825
678.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-26,0,0,0.01000655148702816,0.01979762266179878
699.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-27,0,0,0.010316488922467084,0.02004557261014992
1303.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-28,0,0,0.01923087992271046,0.02717708541034462
1255.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-29,0,0,0.018522451498850057,0.0266103426712563
1113.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-30,0,0,0.01642668407826304,0.024933728734786685
1006.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-03-31,0,0,0.01484747905007423,0.02367036471223564
511.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-01,0,0,0.007541810929013849,0.01782583021538733
477.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-02,0,0,0.007040007462112731,0.017424387441866435
499.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-03,0,0,0.007364703823048748,0.017684144530615252
1033.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-04,0,0,0.015245970038495706,0.023989157502972817
812.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-05,0,0,0.011984247503638443,0.021379779475087006
561.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-06,0,0,0.008279757203868433,0.018416187235270998
505.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-07,0,0,0.007453257376031299,0.01775498737300129
591.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-08,0,0,0.008722524968781183,0.0187704014472012
299.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-09,0,0,0.004412918723630413,0.015322716451080583
241.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-10,0,0,0.003556901044799095,0.014637902308015528
797.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-11,0,0,0.01176286362118207,0.02120267236912191
658.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-12,0,0,0.009711372977086326,0.019561479853845314
614.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-13,0,0,0.009061980255214291,0.019041965676347687
463.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-14,0,0,0.0068333825051534475,0.017259087476299013
492.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-15,0,0,0.007261391344569107,0.017601494547831536
271.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-16,0,0,0.003999668809711845,0.014992116519945729
494.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-17,0,0,0.00729090919556329,0.017625108828626883
1018.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-18,0,0,0.01502458615603933,0.023812050397007716
938.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-19,0,0,0.013843872116271996,0.022867479165193848
900.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-20,0,0,0.013283032947382511,0.022418807830082262
743.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-21,0,0,0.010965881644339119,0.020565086787647548
667.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-22,0,0,0.00984420330656015,0.019667744117424373
638.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-23,0,0,0.009416194467144492,0.019325337045891847
818.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-24,0,0,0.012072801056620994,0.021450622317473047
1328.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-25,0,0,0.01959985306013775,0.02747226392028645
1071.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-26,0,0,0.01580680920738519,0.02443782883808441
881.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-27,0,0,0.01300261336293777,0.02219447216252647
952.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-28,0,0,0.014050497073231279,0.023032779130761277
863.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-29,0,0,0.012736952703990119,0.02198194363536835
740.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-04-30,0,0,0.010921604867847844,0.020529665366454525
624.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-01,1,0,0.009209569510185209,0.01916003708032442
1044.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-02,1,0,0.015408318218963714,0.024119036047347223
756.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-03,1,0,0.01115774767580131,0.020718579612817305
777.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-04,1,0,0.011467685111240236,0.02096652956116844
640.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-05,1,0,0.009445712318138675,0.01934895132668719
612.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-06,1,0,0.009032462404220109,0.019018351395552337
457.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-07,1,0,0.006744828952170898,0.01718824463391297
449.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-08,1,0,0.006626757548194164,0.017093787510731585
1009.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-09,1,0,0.014891755826565505,0.023705786133428657
772.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-10,1,0,0.011393890483754776,0.020907493859180074
727.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-11,1,0,0.01072973883638565,0.020376172541284772
528.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-12,1,0,0.007792712662464407,0.01802655160214778
339.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-13,1,0,0.00500327574351408,0.015795002066987515
373.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-14,1,0,0.005505079210415197,0.01619644484050841
550.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-15,1,0,0.008117409023400425,0.01828630869089659
943.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-16,1,0,0.013917666743757454,0.022926514867182217
963.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-17,1,0,0.014212845253699287,0.023162657675135683
782.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-18,1,0,0.011541479738725694,0.02102556526315681
718.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-19,1,0,0.010596908506911825,0.020269908277705712
683.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-20,1,0,0.010080346114513618,0.019856658363787145
465.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-21,1,0,0.006862900356147631,0.017282701757094357
649.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-22,1,0,0.0095785426476125,0.019455215590266254
1358.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-23,1,0,0.0200426208250505,0.027826478132216653
1053.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-24,1,0,0.01554114854843754,0.024225300310926283
1135.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-25,1,0,0.016751380439199055,0.0251934858235355
825.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-26,1,0,0.012176113535100636,0.02153327230025676
745.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-27,1,0,0.010995399495333302,0.020588701068442895
803.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-28,1,0,0.01185141717416462,0.021273515211507946
800.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-29,1,0,0.011807140397673345,0.021238093790314928
1496.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-30,1,0,0.022079352543649153,0.029455863507095576
1309.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-05-31,1,0,0.01931943347569301,0.02724792825273066
807.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-01,1,0,0.011910452876152985,0.02132074377309864
773.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-02,1,0,0.011408649409251868,0.02091930099957775
555.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-03,1,0,0.008191203650885883,0.018345344392884957
486.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-04,1,0,0.007172837791586556,0.0175306517054455
593.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-05,1,0,0.008752042819775365,0.018794015727996546
1064.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-06,1,0,0.015703496728905548,0.02435517885530069
886.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-07,1,0,0.013076407990423228,0.02225350786451484
680.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-08,1,0,0.010036069338022343,0.019821236942594127
518.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-09,1,0,0.0076451234074934905,0.017908480198171046
412.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-10,1,0,0.006080677304801772,0.016656923316017667
309.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-11,1,0,0.004560507978601329,0.015440787855057316
526.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-12,1,0,0.007763194811470224,0.01800293732135243
989.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-13,1,0,0.014596577316623671,0.02346964332547519
943.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-14,1,0,0.013917666743757454,0.022926514867182217
666.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-15,1,0,0.00982944438106306,0.019655936977026705
807.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-16,1,0,0.011910452876152985,0.02132074377309864
717.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-17,1,0,0.010582149581414735,0.02025810113730804
585.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-18,1,0,0.008633971415798632,0.018699558604815158
664.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-19,1,0,0.009799926530068875,0.01963232269623135
1290.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-20,1,0,0.019039013891248267,0.027023592585174866
1149.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-21,1,0,0.01695800539615834,0.025358785789102924
846.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-22,1,0,0.01248605097053956,0.021781222248607904
834.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-23,1,0,0.012308943864574462,0.021639536563835823
848.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-24,1,0,0.012515568821533745,0.021804836529403248
679.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-25,1,0,0.01002131041252525,0.01980942980219645
805.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-26,1,0,0.011880935025158803,0.021297129492303293
1395.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-27,1,0,0.020588701068442895,0.028263342326930566
1364.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-28,1,0,0.02013117437803305,0.027897320974602693
1103.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-29,1,0,0.016279094823292123,0.02481565733080995
1153.0,6775561,rio_de_janeiro,rio_de_janeiro,2022-06-30,1,0,0.017017041098146706,0.025406014350693618
449.0,3094325,brasilia,distrito_federal,2022-03-01,0,0,0.014510434424309018,0.038237741672254855
367.0,3094325,brasilia,distrito_federal,2022-03-02,0,0,0.011860421901383986,0.036117731653914825
219.0,3094325,brasilia,distrito_federal,2022-03-03,0,0,0.007077472469763196,0.032291372108618197
265.0,3094325,brasilia,distrito_federal,2022-03-04,0,0,0.00856406486067236,0.033480646021345525
135.0,3094325,brasilia,distrito_federal,2022-03-05,0,0,0.004362825495059504,0.030119654528855243
249.0,3094325,brasilia,distrito_federal,2022-03-06,0,0,0.008046989246443086,0.03306698552996211
478.0,3094325,brasilia,distrito_federal,2022-03-07,0,0,0.015447633975099578,0.03898750131288731
287.0,3094325,brasilia,distrito_federal,2022-03-08,0,0,0.009275043830237613,0.03404942919699772
