ml_1,ml_2,interest,duration
0.9907169640680349,0.40440087332106733,7.0,6.0
-0.2881702685650809,0.2944870128374615,9.8,15.0
0.5250956275708676,-0.044954948328941535,7.7,12.0
0.18635383312444231,0.8984607559711277,6.7,9.0
0.38340359740035423,0.14519003467245795,7.5,14.0
-0.6977450953038395,-0.14796272703093694,9.2,23.0
-0.2022474145476869,-0.06996912564325508,5.2,22.0
-0.518288204552751,0.6429746345445855,7.2,16.0
-0.31308797190335014,0.7505025929292035,6.0,14.0
0.026256308398004302,0.209320819158892,7.1,15.0
0.33324910032814326,-0.96812677447879,4.8,24.0
-0.7881830298863723,-0.8298763950268553,11.5,27.0
-0.7382100986718385,0.9027156280763606,6.8,17.0
-0.3560387870633839,0.11399380266990988,7.1,19.0
0.3231286733324874,0.9284597358966176,7.9,7.0
0.6930124505414441,0.10844029340253214,8.5,12.0
0.1065146895934268,0.5898649762348211,8.5,12.0
0.7089049750490095,0.31944904754564996,11.1,5.0
-0.23032437744847778,0.38530924932373023,10.5,13.0
-0.36642420576324053,0.08226741431256634,8.7,20.0
-0.291470648816643,0.5190321184506115,6.8,15.0
-0.6578363415898019,-0.002162782009487829,9.4,20.0
0.6582252690037809,0.6078433581480738,8.6,8.0
-0.3226583081713468,-0.4150432116529028,11.0,21.0
0.10474015058814623,-0.9121194313363437,11.3,20.0
0.1571029362176659,-0.6931631095084712,7.5,21.0
0.0430661187946646,-0.24431779736971126,6.7,21.0
-0.9946238708513586,0.7633397437382818,11.6,15.0
0.9766908385656401,0.7570347267858413,5.0,3.0
0.8106831513232198,-0.30733303699329695,8.8,10.0
-0.584728277607351,-0.15061245949010416,11.6,20.0
-0.4150211744151504,0.09753002393790289,8.2,20.0
0.04002030614496688,0.3304133191978309,7.7,14.0
0.8038227453213411,-0.1218569586708631,6.8,13.0
0.9672617698234465,0.41076139622292973,6.8,7.0
-0.4849158716918338,0.04370015777245384,6.8,21.0
0.12871808584956335,-0.6601666455687478,10.3,19.0
0.6139373682743583,0.6859718690751484,3.0,10.0
-0.2112598920944504,-0.18979817088623796,10.4,17.0
0.46214607168911415,-0.7984420851283838,8.1,21.0
-0.6778619711415703,-0.5394186157953917,12.5,23.0
0.20139713566717976,-0.0697499095064138,2.7,19.0
0.7317289166065293,0.0892089895472401,9.1,10.0
0.9670432184071112,0.8038103432064743,4.3,5.0
-0.8412684192439686,-0.335340418121286,9.0,25.0
-0.1433054505981015,0.755491748653107,8.1,12.0
-0.5909142809071446,-0.7272304583651623,8.3,27.0
-0.09872701896253044,-0.6091307596310769,9.5,20.0
0.095527145257708,-0.6325315255592519,9.1,19.0
-0.8133465792603585,0.17751931010272615,7.9,21.0
-0.4062784490386411,0.10615979860024605,9.2,19.0
0.8551684803042949,-0.37664633769902944,5.4,14.0
0.13800746286039067,0.58048380352111,6.4,13.0
-0.08517600495277611,0.15726836112846865,6.8,19.0
0.5070519815962291,0.36561536467753797,4.4,13.0
0.4837243036840746,-0.4528609843501237,7.2,16.0
-0.9028419343114624,0.1641380767711591,11.0,21.0
0.41739479088549203,0.6565946901462452,4.7,12.0
0.6784866956101672,-0.22421305252546064,3.3,18.0
-0.6681242315860922,0.7691354398484525,4.6,19.0
0.5619958759999146,-0.49558848639727904,4.6,18.0
-0.4269267665417962,0.9053355193065975,8.1,12.0
-0.38706049334088544,0.30997406301998764,6.5,17.0
0.330522930699366,0.7445358057100413,9.5,7.0
-0.7772156567845685,-0.2022119702858889,12.2,22.0
0.32974489760658865,-0.1700717903746949,6.6,19.0
0.7757135853524453,0.1892051126286256,6.4,13.0
0.3926225364708127,-0.9294851487324396,10.2,18.0
-0.11934424666918186,0.9143284180547371,7.2,9.0
-0.12357123124555058,0.7994309683776066,7.5,12.0
0.5301921904786131,-0.30101419378838323,8.9,14.0
0.13128400245176564,-0.2912149738166627,4.0,22.0
-0.8301916736163648,0.4981872660442026,4.8,23.0
0.1653421757228093,-0.25046383868611666,5.2,21.0
0.6296874057868194,0.01864115623767959,7.6,11.0
-0.32586723310478005,0.32952990409749416,7.7,16.0
0.855153159150779,-0.07566035280639749,6.2,13.0
0.5014340006863358,-0.385039626721956,9.4,15.0
0.14812765029992891,-0.0015664750509365444,5.5,17.0
0.5032879775858368,-0.0850539330267166,5.8,15.0
-0.8417020785235896,0.8093320894945182,6.9,19.0
0.7187781513612228,0.5226315953628669,7.6,8.0
0.6430082264011159,0.7239536504450288,10.4,3.0
0.8197433192204178,0.8998125853839432,4.9,6.0
-0.74273760498124,0.8488352431535964,9.2,13.0
-0.8364398258120296,0.7297255940174678,7.2,18.0
-0.7231688544368204,-0.9649333448497914,10.9,28.0
-0.20124257979439975,-0.8066331725921507,9.9,23.0
-0.15138627783801617,0.22552185992323714,11.1,15.0
0.12443675746181126,0.02813660413075647,4.7,20.0
-0.7555129007349899,-0.5161450456921786,8.7,25.0
-0.5972009972372583,-0.46137580706058956,7.5,25.0
0.6232886965680431,0.511667592213281,7.9,8.0
-0.0640248518865012,0.42925280536488697,5.6,16.0
0.6158764189672203,-0.6918636582766768,9.3,16.0
-0.9851472429107739,-0.3700588667684279,8.4,28.0
0.10318545196481099,0.9826342252312177,10.5,5.0
0.8638642961533562,0.12885765688023954,9.8,8.0
0.1643509182917402,0.14036995011495623,7.4,14.0
-0.5878085451094517,0.854572948120462,7.3,13.0
0.4355151245591151,0.6684439820734465,6.9,9.0
-0.24202830060216463,0.3495254515795576,8.5,16.0
0.33676789451891964,-0.588120223707346,9.3,14.0
-0.9413605542124575,0.8760873540606651,6.5,17.0
0.2718007187027123,0.3520897875773412,11.1,11.0
-0.935604130124152,-0.9246776892598876,8.6,33.0
0.4895613102835319,-0.1614947121626089,6.5,15.0
-0.05417399552308977,-0.35740495213471535,6.4,22.0
-0.7564912890538926,0.4493296809213414,9.4,16.0
0.08527185157701189,0.477509115151197,5.3,13.0
-0.8664511135499906,0.08787968304020222,7.7,24.0
0.30672974270608133,0.9129784241860224,7.3,8.0
0.9921726547356509,-0.008526667035780866,4.0,12.0
0.5387946741479246,-0.3207083295899631,8.7,15.0
0.14754822731764894,0.47006842251256375,5.6,15.0
-0.7947294815784083,-0.40347005027638394,13.6,22.0
0.3996681495458294,-0.4742549375461551,7.6,17.0
0.3223357346558622,-0.06159215433730303,5.8,15.0
-0.9018057387544474,0.33176440320689293,6.2,23.0
0.5845986036891813,-0.9045619442778399,7.1,20.0
0.037433181781010294,0.12453683242723823,6.1,17.0
-0.1482646116001618,-0.8859418752746819,6.7,25.0
0.576374347202931,0.952302799971035,5.8,6.0
-0.1768615535823257,-0.6433936128952129,8.8,23.0
-0.03794744898969293,0.8038599923076908,4.0,14.0
-0.6367423146523508,-0.38507820296344875,8.6,26.0
-0.35736220098714266,-0.7249878198100268,7.5,26.0
0.6910659931251375,0.1843164862329152,7.6,11.0
-0.6261925021465693,0.6674955787402435,6.9,17.0
-0.16541787819331177,-0.5633667481868743,5.0,24.0
0.9780690147905988,0.6940029396074918,5.4,6.0
-0.5268003765889613,0.3969394147070402,10.4,17.0
0.8336646658776579,0.7412947329114004,9.3,5.0
0.836794935611266,0.19974640972029922,6.0,10.0
-0.8174073155935964,-0.5710791027086215,8.6,28.0
-0.07269455022896798,0.4118714651833486,9.1,14.0
0.004432670645574177,-0.4509385206368204,4.1,25.0
-0.37266209989574506,-0.8150959697363311,7.9,26.0
-0.905320925524526,-0.007079064567951265,7.5,24.0
-0.5166287255092044,-0.6623319895383144,9.7,26.0
-0.8089407168892782,0.35510749748719195,5.4,24.0
-0.5235001885751764,-0.5171830928664851,6.9,28.0
0.6155821725803121,0.12574403228313824,5.7,12.0
0.7899565757720233,-0.5864997206341478,6.1,15.0
-0.9135542158407064,0.8361670328820032,5.1,21.0
-0.396106327474562,0.8106089741935623,8.0,13.0
0.9611643971885753,0.46018772929322416,8.5,4.0
0.07900964510747066,-0.43752991307931866,10.4,16.0
0.2526187234197126,-0.4318310020799321,8.5,18.0
-0.9889091831861909,-0.4607302729885383,12.8,25.0
-0.030181113114881475,-0.35288572909995986,11.1,16.0
0.9766570692447749,-0.915273467603055,3.0,21.0
-0.2496289450344038,0.16147101762037197,6.3,18.0
-0.8059236827222775,0.15191917094082985,7.2,21.0
-0.0761824768631032,-0.802274213368567,10.4,22.0
0.9260089319845164,0.11297749057973405,6.0,9.0
-0.31633877286996714,-0.5980945490822271,9.1,24.0
0.5978454664300263,0.1517891481060416,7.3,10.0
0.5976926624261238,0.08340671352063489,4.0,14.0
-0.5835034065221267,-0.48191765000464093,5.2,29.0
-0.11326459639757647,-0.47848667493610275,9.8,20.0
0.43120255030860966,0.2455628947922046,4.8,13.0
-0.17896042917214428,-0.19644868047776054,8.2,17.0
-0.6179860892591578,0.7847702638318035,6.8,17.0
0.9349886136128369,0.9383102552739184,3.5,6.0
0.3015007329525867,0.9626622369765654,6.6,8.0
0.7309197030457988,-0.712809263779391,10.1,13.0
-0.9495152844007126,0.7068007470927518,6.1,20.0
-0.46618837041773054,-0.7461071599383533,3.8,31.0
0.004142200653485695,-0.912922340947425,10.5,22.0
-0.8651027297398965,-0.9453046173783906,9.7,31.0
0.9860665221895835,0.7480818097591007,7.8,3.0
-0.5270752076039422,-0.8530674080981264,10.4,27.0
-0.25141563530910394,0.1498859042082601,6.9,18.0
-0.5719761701833075,0.16221024868297906,7.4,20.0
-0.7891082677890984,0.39908208758313846,8.5,20.0
-0.5350404287915285,-0.14811895816518428,8.7,21.0
-0.3987797289935906,-0.44760057322400604,8.4,22.0
0.2688845357988783,-0.06176846672357028,8.8,16.0
-0.43753043709418304,0.11567616385740864,3.8,22.0
-0.2754464780468475,-0.40253179514110027,4.9,23.0
-0.9881143125529404,-0.5709773696709237,7.1,29.0
-0.2685617481452709,0.9731848269338976,8.4,10.0
0.0677719633965892,0.24547752991118021,6.3,16.0
-0.6759683258989382,-0.4204575929648302,10.1,23.0
0.19486621672075,0.2932930959102531,5.1,15.0
-0.4136950627456413,0.16619441045165173,8.7,19.0
0.26410098960345585,-0.6878938554349405,11.3,17.0
-0.9476067894983125,-0.3480243957881868,7.4,28.0
0.7751869209355498,-0.98805532290468,9.7,17.0
-0.9677627391532522,0.5379877356219789,11.3,17.0
-0.7460839379280773,-0.11633186305295662,7.7,24.0
0.5543249231412044,-0.8481706446472026,4.1,21.0
-0.9082095355956588,-0.216247941336416,9.1,25.0
0.4219973871910201,-0.8647652635385146,10.4,17.0
0.9420922810202579,-0.11929051189545659,4.0,13.0
0.7433658662846145,0.7068081939923627,5.2,7.0
0.42032330264139706,0.03150095609896231,5.9,15.0
0.9170194860433336,-0.8216500406473244,11.3,12.0
-0.14037332422683613,-0.016018624845615337,6.5,21.0
0.7457578286436146,-0.6957356023487153,5.3,20.0
-0.2880846640527708,-0.27162930474203795,8.1,20.0
0.8595273058076935,0.5094566853788769,5.1,7.0
-0.7024446875157928,0.6841097193315351,8.4,16.0
0.880058029856547,-0.8819340673676244,7.2,18.0
0.6654323945664253,-0.17364595710863728,2.0,18.0
0.6921096763929282,-0.8081145900866786,12.8,14.0
-0.7521539801521113,-0.0049730570968677945,10.7,20.0
0.19297379668347392,0.32478798306868084,7.4,12.0
-0.9672150382481373,0.26734545805591026,10.1,20.0
0.4423687321012135,-0.56296210539842,5.9,18.0
-0.9845249717481921,0.49518031209540836,8.9,18.0
-0.8303554451095327,0.204853292293373,7.5,21.0
-0.5490031790999528,-0.6534008515641119,8.5,26.0
0.7502490677464493,0.16324871762987625,9.6,8.0
-0.2728473640247733,0.998398341027102,5.9,11.0
0.07991987042511695,0.23106287830776662,9.9,12.0
0.13620642763795687,-0.15949042789377899,10.8,16.0
-0.5490732793880801,-0.6008705598938908,5.4,27.0
0.14429353596892236,-0.3120796771391905,5.4,19.0
0.32190359005920643,0.4627302694296198,9.4,10.0
-0.40350921336534107,-0.7290106819137792,4.2,29.0
-0.16274628203994812,0.49831023546746933,4.9,15.0
-0.09382215090773993,0.5396439776149367,9.5,13.0
0.8647013230841631,0.15187484196802803,6.5,9.0
0.1749874949590049,-0.8351487882822617,9.9,21.0
0.8965047432362825,0.32036067422558046,2.3,9.0
0.11206950753029377,0.2753902706987845,3.9,18.0
0.0011228416982023148,0.05516006103902105,5.6,17.0
-0.9929355780675033,0.6207331053016221,9.0,19.0
-0.03822191225007576,-0.6891102727918177,9.9,21.0
0.8549099971253036,0.4424168197253999,5.7,8.0
-0.6032686219465617,0.43024462584349443,8.5,19.0
-0.8958177312210023,0.37154651513412484,8.0,20.0
-0.18644221305226294,0.7470019975144047,10.2,9.0
-0.255207038811776,0.25526692318620503,5.8,18.0
0.7143061157424873,0.3174216200134621,4.1,11.0
-0.9467777688800809,0.6378361286941872,10.9,17.0
0.8402984595180099,-0.6388734857919443,6.8,16.0
0.36180599798991286,-0.6924669658702829,6.6,21.0
0.8084519881284353,0.6256972768802656,9.2,2.0
0.21505814164127757,0.12517759867542133,8.2,13.0
0.6239066248722487,-0.28040276213996873,8.9,14.0
-0.3289122529214277,-0.750352840743169,6.2,27.0
-0.30086754394488047,-0.7870058608106618,9.6,25.0
-0.22025153934341524,0.6101042514821184,7.3,14.0
0.5095941631455665,-0.8301920284929225,6.7,19.0
-0.26141765114270443,-0.49593858288881965,9.4,21.0
-0.5155603870154655,-0.776658077176237,9.8,26.0
0.8753367135811916,-0.7465679091890447,7.6,16.0
0.8160221673260801,0.27066091887263877,9.3,7.0
-0.3024053678260179,0.5567825055643731,7.9,15.0
0.2692761405160946,0.18223033825152268,10.9,12.0
-0.4523155766938485,0.6769115884296393,7.2,16.0
-0.5877697425728619,0.1252307636030714,5.2,22.0
-0.32732094200641115,0.3878819792671482,10.7,15.0
-0.3458002147689976,-0.9943859896668013,10.8,25.0
0.7645522023932325,0.525791367384377,9.0,5.0
0.6446076294474508,-0.6465385381066722,11.8,15.0
0.41924645711819575,-0.3409917792364292,8.1,15.0
0.9186904505177937,-0.00995534052078062,7.6,9.0
-0.15491329378388374,-0.8008268484153824,12.1,20.0
-0.5099339228886475,0.6019181772899291,10.0,12.0
-0.7652031256170215,0.6626772866328661,6.3,18.0
-0.39789328359760034,-0.7634334222551673,8.9,27.0
-0.7094725320590924,-0.02572804648357785,9.5,21.0
-0.81562780526326,0.7180184668448,6.6,20.0
0.20586439341384644,-0.39414956163360215,4.5,20.0
-0.2716251004871062,0.855778260526628,6.4,12.0
0.12914068519228716,-0.7362167795505146,8.7,22.0
-0.6173285585588868,-0.8241169036148874,10.8,24.0
0.35381171930552124,-0.7170057398615062,10.4,18.0
-0.5689891054486804,-0.6457211468674702,8.5,26.0
-0.44395281251192786,-0.5204989088172043,6.6,26.0
0.4835208442897536,-0.772436100805558,6.4,22.0
0.11947579128942376,0.7096986858564001,7.3,11.0
-0.3303271742659615,0.9222675061737273,9.8,12.0
0.08597756509038712,-0.6108726201322807,5.2,24.0
0.3879694057164851,-0.5566917414504826,7.5,18.0
0.824264242955258,0.10222012632281574,8.0,10.0
0.16142642678890784,-0.04391232418954716,9.2,14.0
-0.5346272422142382,0.3329739188231984,7.6,18.0
0.49339526155299307,-0.8170838315499449,9.2,18.0
0.555538035109415,-0.050641462351409317,5.9,13.0
-0.599197370074692,-0.6771248126834903,9.0,28.0
0.641148439355772,0.8667653009163734,5.5,6.0
-0.07013029055434705,0.6259022570201545,4.5,18.0
0.5595333241778904,-0.4237875176642829,5.2,17.0
-0.5250435600234682,-0.5700184911593902,13.4,22.0
-0.3348394605646472,0.2834489464205536,10.8,15.0
0.9073942385833056,-0.8253206536575712,5.8,19.0
0.31563014629961006,-0.8897335141763467,9.4,21.0
0.5457556610030836,-0.5355972089528067,9.5,16.0
0.37674868644125814,0.4349299522283221,6.2,10.0
-0.5913917643031346,-0.18996744101328034,8.8,23.0
-0.05862250310691475,-0.40636452742335694,10.5,17.0
0.6179277454235701,0.027353932672795622,7.8,11.0
0.3500702538187437,0.394056597574143,6.6,12.0
-0.9879442286934041,0.07889863901391436,5.9,25.0
-0.8251845146943544,0.7937451070362314,10.6,16.0
-0.3064105595728812,0.4642964305190045,7.1,14.0
0.8887310792371803,0.8694966582979673,7.9,1.0
-0.01761903805083298,-0.9714463020463833,11.3,23.0
-0.4596474651393325,0.8040009687993475,4.8,18.0
-0.27915256109258024,-0.38060281176255595,7.9,23.0
-0.5786947448918736,0.5647957772404708,2.8,22.0
-0.15759988565997474,0.954421665403423,7.8,11.0
-0.5639291209010509,-0.9323442686765309,4.8,31.0
0.6915050146058555,0.9720056820789453,4.5,6.0
-0.08745880191687427,0.18526145233402103,5.4,17.0
-0.4403959631284595,0.7552096595353219,8.1,13.0
0.8657832962829632,0.29384640820249897,5.2,10.0
-0.3712972927416065,0.29938008071929745,8.1,16.0
0.8194293240866761,-0.7037339884785232,3.8,18.0
-0.9131638180594459,0.3795126114390879,8.9,21.0
0.41423012053535224,0.4433391335447143,8.4,10.0
-0.032221921930747355,-0.8064694833105281,8.0,24.0
-0.11155787734403955,-0.8267808270207344,7.5,23.0
-0.9273533112960368,-0.12326233559012678,7.1,25.0
-0.9186336190172377,-0.3695276419996969,10.3,24.0
-0.3344927658761181,0.6964810832292581,5.5,17.0
0.8942390798148665,0.31464106461399033,5.9,7.0
0.23531995422938223,-0.6456986416627475,6.4,21.0
-0.26225031663814624,-0.6047410130858413,10.1,22.0
0.22395407810981105,-0.39519794298314115,6.8,21.0
-0.587736927429545,0.13790103009769128,5.4,22.0
-0.6698671143439252,0.004687203778256599,8.9,23.0
-0.2763654689372832,-0.042688491702639775,7.5,20.0
0.7267067030808634,-0.9374796730290651,6.4,19.0
0.01880345470044764,0.08355613850575039,6.7,17.0
-0.4061969678862889,-0.9603379123285114,8.8,25.0
0.9005032501383015,-0.11275099156129431,6.7,12.0
0.6319321793341197,-0.5850725548845064,9.7,14.0
-0.3540521143951476,-0.3901914498122838,7.7,23.0
0.9441964904559847,0.30497938303468075,8.1,5.0
0.9747021956607815,-0.2075468393489257,3.3,15.0
-0.18267973250844394,0.18146261333450941,11.1,14.0
0.31184620577694955,0.47439564660365363,8.6,10.0
-0.1886936030975439,0.4364406521003952,6.5,15.0
-0.4853037885188578,0.08024142983518656,7.1,21.0
-0.8346946480002635,0.7368303919683479,9.4,17.0
-0.4727793077643361,0.7794500217264233,3.8,16.0
-0.4570402929805095,0.3406983314910452,5.2,21.0
-0.202721840633721,-0.8458166029008818,5.5,25.0
-0.6302279379493827,-0.7762149390714215,7.4,28.0
0.9076368066289529,0.22183018705728896,5.8,11.0
-0.7942402292376849,-0.5345674012221082,7.7,27.0
0.2504170662776031,0.9061941341535216,7.0,9.0
-0.11660522390755879,-0.53641765063424,5.1,25.0
-0.1529639020468141,0.007278242861536333,8.8,14.0
-0.25601643415144104,-0.8451673349337021,6.8,27.0
0.7366294203448918,0.2126127400170772,7.5,11.0
-0.4390460387063806,0.5220354547591588,9.1,15.0
-0.9588476852127534,0.3981910050272084,8.3,22.0
0.8361940319182133,-0.20889312956222716,8.3,11.0
0.7289605551472109,-0.3069783230410723,8.6,13.0
-0.4461964199079942,-0.46470441624015124,5.5,27.0
0.04697509665003685,-0.4120081537616036,6.6,19.0
-0.7818236054713659,0.5543666577748865,8.7,19.0
-0.8131458624778485,0.5402516337004897,10.5,13.0
0.6749322168674181,0.5738054687043366,9.5,7.0
-0.17946856486153395,0.8796951090238074,8.9,11.0
0.32343308040461416,0.16239719246059736,9.0,12.0
0.8864011169543056,-0.6846747623790648,7.3,16.0
-0.5097388168770756,-0.47820656591271415,10.2,23.0
-0.9736803374182772,-0.11834192695398205,7.5,26.0
-0.9517031884324552,-0.9886046183664403,9.7,30.0
0.4187713848063441,-0.2846013105341332,6.4,16.0
0.8491037695869563,-0.13530905616437572,10.4,9.0
-0.065339453974258,-0.8723810159164551,9.7,23.0
-0.24978170380496256,0.5960501142978438,10.5,11.0
0.0857208493548085,0.35924546078614905,7.3,14.0
0.7178336751628815,0.45309854994400167,7.4,7.0
0.3043077475858831,-0.8395391261497418,5.3,24.0
-0.5340402066357874,0.11119320709873715,10.4,17.0
0.5491604090411473,0.04466673284065337,6.5,14.0
-0.73077300532706,0.11198553086315632,5.5,23.0
-0.6688800585425743,0.19766961398255956,7.3,21.0
0.22536456561797924,-0.49199657636263994,8.6,18.0
-0.5224331877147377,0.47351532593851764,7.3,18.0
0.4095570951110612,-0.07913036049388911,9.7,12.0
-0.3009629452160867,-0.600926685466515,11.1,20.0
-0.4451520799852293,0.30068047043678203,9.4,18.0
0.9978368119455951,-0.3288645953079803,8.7,11.0
-0.9187677508830809,-0.2978894026265393,10.8,25.0
0.2916450433662243,-0.49680772652659644,10.0,17.0
-0.9226008299755113,0.05272477245994667,6.2,24.0
0.5204205158380082,-0.025855003960967515,8.5,13.0
-0.5398200850034183,-0.1453313975493582,10.2,22.0
-0.820336265855272,-0.19401884461962005,8.2,25.0
0.29689942381809553,-0.6386485327645155,5.5,21.0
0.46520243458585675,-0.017172705794203713,6.4,15.0
0.3561906298376878,-0.31302212664154583,6.4,19.0
-0.8961981057315855,0.17256870979696326,8.3,23.0
-0.4113861088916877,-0.9872000461384944,5.0,30.0
-0.09782330756024993,-0.7189453321445798,7.8,25.0
-0.42579342054900704,0.007440992917347344,6.1,24.0
0.6210269125407417,-0.01654307307035796,9.7,10.0
-0.7377697896946063,-0.39829264846167534,5.5,29.0
0.22435872338118368,-0.13929794821273522,7.3,18.0
0.9764298872549071,0.06436669300758768,4.6,10.0
0.8051130771977377,-0.18142417777969388,6.4,13.0
-0.5556858750298028,-0.000140042929595241,10.3,22.0
-0.9998362247726647,-0.591176291038011,10.8,27.0
0.9611946841239778,0.5731287284043014,4.6,7.0
0.7654259693947552,-0.6225753630829842,6.8,16.0
0.8389449326552252,-0.0184405871656399,6.1,10.0
-0.1689928983247333,0.3466463109647653,7.6,16.0
0.48923092431346205,0.4805755696189038,7.8,9.0
-0.5743370028617019,-0.24459362224964942,7.9,23.0
-0.21539185783214498,0.3453038807449271,9.3,15.0
0.7030961027743505,0.013459229221287838,7.9,13.0
-0.7447755515639585,0.0025850620104450606,8.4,22.0
0.787730735747278,-0.5913326830336578,4.2,20.0
-0.006984055249773746,-0.8192356786803974,8.0,23.0
-0.14780868925485113,-0.7878124412727208,8.0,24.0
-0.3887072238137632,-0.6259071783031624,8.1,26.0
0.8336975705455523,-0.05000811071468281,4.9,14.0
0.035246921522578134,-0.5751015074474977,5.3,23.0
0.6080527366669555,-0.5845003724413065,5.5,19.0
0.7153035745620648,-0.2986659306559025,5.2,14.0
0.8447647091830737,0.4897292309150676,6.3,8.0
-0.3932385319338476,0.7186633281421364,5.6,16.0
-0.32037829191131073,-0.48414303584858165,9.7,22.0
0.19014775269522977,-0.9722274780682141,7.9,23.0
-0.11735172908105773,-0.08033838015596717,8.4,17.0
0.8656850652394841,-0.4469268315456869,9.1,13.0
-0.2048718967330272,-0.08509362525445652,5.3,22.0
